#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
6121;  33946; 0.000;13.665;12.123;10.152;  75.89;  74.95;4749;-1.158; 0.135; 0.275; 9.999; ; 0.554; 0.029;16 23 21.948;-26 30 31.98
6121;  34005; 0.000;14.012;12.500;10.584;  73.69;  72.45;4859;-1.160; 0.141; 0.180; 9.999;<; 0.617; 0.031;16 23 33.492;-26 30 29.79
6121;  34006; 0.000;11.817; 9.957; 7.514;  65.68;  64.70;4241;-1.236; 0.088;-0.016; 0.069; ; 0.703; 0.032;16 23 29.122;-26 30 29.78
6121;  34130; 0.000;12.487;10.802; 8.602;  71.04;  70.00;4425;-1.202; 0.134; 0.217; 0.111; ; 0.441; 0.058;16 23 31.447;-26 30 24.77
6121;  34240; 0.000;12.322;10.613; 8.432;  67.24;       ;4394;-1.162; 0.111;      ; 9.999; ; 0.233; 0.027;16 23 36.577;-26 30 20.08
6121;  34502; 0.000;13.570;12.072;10.147;  65.41;  64.28;4748;-1.212; 0.176; 0.221; 0.047; ; 0.404; 0.050;16 23 40.910;-26 30 09.37
6121;  34726; 0.000;12.808;11.142; 8.986;  77.84;  76.72;4498;-1.164; 0.144; 0.291; 0.009; ; 0.486; 0.156;16 23 24.018;-26 30 00.50
6121;  34907; 0.000;14.044;12.523;10.538;  73.19;  72.21;4848;-1.180; 0.116; 0.136; 9.999; ; 0.544; 0.136;16 23 25.075;-26 29 53.03
6121;  35022; 0.000;13.570;12.076;10.107;  72.98;  72.15;4738;-1.193; 0.193; 0.133; 9.999;<; 0.477; 0.186;16 23 47.877;-26 29 48.24
6121;  35061; 0.000;13.807;12.284;10.335;  67.93;  67.01;4793;-1.166; 0.107; 0.226; 9.999; ; 0.308; 0.078;16 23 41.754;-26 29 46.74
6121;  35455; 0.000;12.661;11.030; 8.923;  70.25;  70.91;4486;-1.232; 0.127; 0.359; 9.999; ; 0.122; 0.066;16 23 42.797;-26 29 27.58
6121;  35508; 0.000;13.785;12.239;10.178;  74.43;  73.34;4755;-1.204; 0.151; 0.236; 9.999; ; 0.408; 0.122;16 23 24.992;-26 29 24.99
6121;  35571; 0.000;13.880;12.368;10.423;  75.91;  74.74;4818;-1.208; 0.128; 0.431; 9.999; ; 0.213; 0.055;16 23 32.360;-26 29 22.27
6121;  35627; 0.000;13.798;12.311;10.340;  68.49;       ;4794;-1.196; 0.126;      ; 9.999; ; 0.121; 0.090;16 23 48.988;-26 29 19.24
6121;  35688; 0.000;13.223;11.657; 9.574;  69.48;  68.59;4619;-1.204; 0.106; 0.128; 9.999; ; 0.392; 0.137;16 23 38.606;-26 29 15.98
6121;  35774; 0.000;12.271;10.565; 8.351;  79.45;       ;4380;-1.197; 0.151;      ; 9.999; ; 0.410; 0.069;16 23 29.507;-26 29 11.69
6121;  36356; 0.000;13.525;11.991; 9.972;  70.91;       ;4707;-1.227; 0.131;      ; 9.999; ; 0.274; 0.034;16 23 37.947;-26 28 41.35
6121;  36929; 0.000;13.548;12.047;10.068;       ;  69.37;4729;-1.231; 0.144; 0.030; 9.999; ; 0.559; 0.096;16 23 43.088;-26 28 07.44
6121;  36942; 0.000;13.520;12.026;10.078;  78.05;  77.08;4732;-1.191; 0.175; 0.231; 9.999; ; 0.226; 0.113;16 23 53.000;-26 28 06.55
6121;  37215; 0.000;13.677;12.128;10.110;  76.90;  76.06;4739;-1.205; 0.176; 0.310; 0.013; ; 0.336; 0.091;16 23 33.802;-26 27 49.76
6121;  38075; 0.000;13.601;12.028; 9.991;  74.41;  73.12;4711;-1.232; 0.133; 0.226; 9.999; ; 0.323; 0.072;16 23 21.688;-26 26 46.87
6121;  38383; 0.000;12.698;11.002; 8.789;  67.53;  66.51;4460;-1.226; 0.151; 0.415; 0.047; ; 0.024; 0.112;16 23 22.646;-26 26 22.14
6121;  38399; 0.000;13.092;11.491; 9.387;  68.13;  67.28;4579;-1.224; 0.139; 0.242; 0.011; ; 0.325; 0.059;16 23 32.367;-26 26 20.59
6121;  38896; 0.000;13.090;11.525; 9.462;  74.67;  73.84;4595;-1.159; 0.141; 0.257; 9.999; ; 0.488; 0.046;16 23 38.855;-26 25 42.77
6121;  40126; 0.000;11.628; 9.824; 7.755;  76.08;  75.97;4279;-1.229; 0.118; 0.259; 0.124; ; 0.563; 0.072;16 23 58.711;-26 39 49.05
6121;  42216; 0.000;12.030;10.224; 8.073;  68.17;  67.33;4332;-1.222; 0.150; 0.064; 0.022; ; 0.561; 0.116;16 24 12.927;-26 36 18.99
6121;  42620; 0.000;12.635;10.964; 8.965;  70.30;  69.26;4494;-1.238; 0.114; 0.086; 0.028; ; 0.511; 0.083;16 23 58.347;-26 35 39.07
6121;  42949; 0.000;12.430;10.739; 8.751;  72.78;  72.13;4453;-1.195; 0.104; 0.357; 0.025; ; 0.103; 0.129;16 24 15.867;-26 35 06.61
6121;  43370; 0.000;13.896;12.333;10.502;  71.14;  70.16;4838;-1.209; 0.131; 0.296; 9.999; ; 0.405; 0.087;16 24 07.669;-26 34 25.17
6121;  44243; 0.000;13.795;12.259;10.423;  72.18;  71.37;4818;-1.231; 0.093; 0.231; 9.999; ; 0.400; 0.058;16 24 05.715;-26 33 01.06
6121;  44595; 0.000;13.052;11.475; 9.575;  66.69;  65.78;4619;-1.213; 0.170;-0.148; 9.999; ; 0.587; 0.149;16 24 15.889;-26 32 27.45
6121;  44616; 0.000;12.705;11.010; 8.888;       ;  68.17;4479;-1.242; 0.138; 0.053; 0.060; ; 0.506; 0.032;16 23 57.461;-26 32 24.84
6121;  45163; 0.000;13.452;11.903; 9.980;  74.20;  73.00;4709;-1.243; 0.110; 0.114; 9.999; ; 0.564; 0.189;16 24 01.203;-26 31 32.65
6121;  45895; 0.000;13.036;11.447; 9.519;  70.98;  70.12;4607;-1.205; 0.106; 0.404; 0.023; ; 0.160; 0.162;16 24 04.288;-26 30 27.92
6171;     31;18.668;17.458;      ;14.248; -38.82; -38.29;4813;-1.071; 0.125; 0.072; 9.999; ; 0.478; 0.229;16 32 55.603;-12 56 05.08
6171;   1650;18.376;17.203;      ;14.057; -32.44;       ;4804;-1.065; 0.090;      ; 9.999; ; 0.269; 0.099;16 32 34.046;-12 55 25.67
6171;   1694;17.767;16.558;      ;13.256; -34.94; -34.93;4733;-1.039; 0.137; 0.188; 9.999; ; 0.224; 0.010;16 32 30.847;-12 54 59.31
6171;   7288;18.143;16.984;      ;14.206; -33.79; -33.69;4811;-1.048; 0.180;-0.106; 9.999;<; 0.592; 0.136;16 32 08.052;-13 08 52.39
6171;   7331;17.594;16.338;      ;13.171; -33.53;       ;4722;-1.059; 0.182;      ; 9.999; ; 0.008; 0.083;16 32 03.828;-13 08 18.64
6171;   7526;18.581;17.395;      ;14.276; -32.75; -33.00;4814;-0.981; 0.175; 0.140; 9.999; ; 0.292; 0.164;16 31 59.806;-13 06 01.55
6171;   7808;17.234;15.951;      ;12.704; -37.29; -37.59;4655;-1.005; 0.197;-0.303; 9.999;<; 0.620; 0.037;16 31 51.980;-13 03 38.98
6171;   7873;18.078;16.861;      ;13.705; -35.15; -35.26;4780;-1.064; 0.189; 0.083; 9.999;<; 0.471; 0.145;16 31 59.267;-13 03 04.61
6171;   7948;17.175;15.823;      ;12.407; -34.83; -35.37;4604;-1.055; 0.152; 0.106; 9.999; ; 0.542; 0.038;16 32 09.050;-13 02 26.91
6171;   7970;17.771;16.521;      ;13.284; -34.62; -34.71;4736;-1.018; 0.153; 0.206; 9.999;<; 0.426; 0.063;16 31 53.586;-13 02 18.04
6171;   8840;17.450;16.223;      ;13.148; -32.67; -32.77;4719;-1.109; 0.117; 0.309; 9.999; ; 0.399; 0.027;16 32 39.161;-13 09 44.36
6171;   9019;17.540;16.301;      ;13.141; -37.90; -37.88;4719;-1.049; 0.151; 0.413; 9.999; ; 0.153; 0.159;16 32 33.284;-13 08 32.59
6171;   9036;18.472;17.341;      ;14.458; -27.39; -28.05;4822;-1.034; 0.146; 0.337; 9.999; ; 0.286; 0.052;16 32 23.313;-13 08 27.18
6171;   9128;18.292;17.099;      ;13.879; -38.19; -38.74;4793;-1.052; 0.089; 0.063; 9.999; ; 0.372; 0.013;16 32 40.374;-13 08 02.27
6171;   9275;17.666;16.472;      ;13.314; -33.61; -33.57;4740;-1.136; 0.142; 0.195; 9.999; ; 0.134; 0.170;16 32 31.015;-13 07 29.48
6171;   9390;15.794;14.296;      ;10.473; -34.18; -34.55;4190;-1.164; 0.136; 0.084; 9.999; ; 0.517; 0.018;16 32 35.296;-13 07 08.01
6171;   9459;18.035;16.820;      ;13.632; -33.18; -33.39;4773;-1.112; 0.149; 0.398; 9.999;<;-0.010; 0.058;16 32 42.735;-13 06 58.20
6171;   9735;18.432;17.260;      ;14.100; -38.52; -38.57;4806;-1.119; 0.181; 0.284; 9.999;<; 0.276; 0.117;16 32 33.743;-13 06 22.69
6171;  10762;17.680;16.450;      ;13.212; -29.44; -29.38;4728;-1.047; 0.195; 0.327; 9.999; ; 0.062; 0.091;16 32 32.811;-13 05 04.69
6171;  11320;17.429;16.190;      ;12.959; -31.78; -31.64;4694;-1.078; 0.200; 0.319; 9.999; ; 0.101; 0.146;16 32 42.749;-13 04 38.26
6171;  12550;17.876;16.653;      ;13.350; -34.50; -34.89;4744;-1.062; 0.108; 0.359; 9.999; ;-0.046; 0.110;16 32 40.028;-13 03 58.99
6171;  13866;17.494;16.216;      ;12.867; -36.61; -36.67;4680;-1.154; 0.188; 0.318; 9.999; ; 0.235; 0.200;16 32 46.680;-13 03 27.81
6171;  14649;18.025;16.785;      ;13.518; -36.16; -35.94;4762;-1.075; 0.177; 0.319; 9.999; ; 0.508; 0.109;16 32 46.458;-13 03 11.40
6171;  17385;15.991;14.419;      ;10.334; -38.39;       ;4158;-1.018; 0.077;      ; 9.999; ; 0.302; 0.034;16 32 41.555;-13 02 03.75
6171;  18288;17.157;15.874;      ;12.425; -29.01;       ;4607;-1.094; 0.114;      ; 9.999; ; 0.509; 0.055;16 32 35.345;-13 01 25.65
6171;  18836;18.640;17.446;      ;14.277; -37.13; -36.76;4814;-1.035; 0.196; 0.100; 9.999; ; 0.617; 0.114;16 32 35.975;-13 00 53.57
6171;  19956;16.974;15.689;      ;12.242; -53.91;       ;4574;-0.996; 0.112;      ; 9.999; ; 0.366; 0.025;16 32 25.122;-12 58 28.56
6171;  19989;18.209;17.018;      ;13.756; -40.11;       ;4784;-1.034; 0.156;      ; 9.999; ; 0.382; 0.041;16 32 23.369;-12 58 18.51
6171;  20019;17.493;16.223;      ;12.792; -36.98; -37.22;4669;-1.116; 0.179; 0.226; 9.999; ; 0.314; 0.055;16 32 45.298;-12 58 05.88
6171;  20582;18.335;17.175;      ;14.342; -36.77; -36.18;4819;-1.068; 0.186;-0.181; 9.999; ; 0.796; 0.157;16 33 02.098;-13 09 26.52
6171;  20898;17.311;16.039;      ;12.750; -33.96; -34.20;4662;-1.041; 0.184;-0.169; 9.999; ; 0.533; 0.025;16 33 13.160;-13 06 03.01
6171;  21007;18.209;17.035;      ;13.809; -32.98; -32.95;4788;-1.029; 0.156; 0.360; 9.999;<; 0.300; 0.033;16 32 59.793;-13 05 12.02
6171;  21660;16.988;15.653;      ;12.033; -34.35; -34.35;4534;-1.106; 0.128; 0.317; 9.999; ; 0.472; 0.113;16 33 01.468;-13 00 33.39
6254;     43; 0.000;15.918;14.719;13.163;  78.81;  78.37;5268;-1.605; 0.119;      ; 9.999; ; 0.341; 0.126;16 57 28.834;-04 07 37.98
6254;     63; 0.000;15.884;14.719;13.138;  78.49;       ;5260;-1.536; 0.084;      ; 9.999; ; 0.419; 0.134;16 57 24.830;-04 05 06.43
6254;     69; 0.000;15.829;14.677;13.283;  71.76;  70.08;5309;-1.556; 0.092; 0.210; 9.999;<; 0.387; 0.144;16 57 40.974;-04 03 37.24
6254;   3754; 0.000;15.633;14.427;12.858;  71.06;       ;5173;-1.602; 0.083;      ; 9.999; ; 0.505; 0.095;16 57 12.553;-04 10 48.22
6254;   3756; 0.000;15.696;14.496;12.956;       ;  71.53;5202;-1.629; 0.110; 0.238; 9.999;<;      ; 9.999;16 57 08.161;-04 10 13.99
6254;   3757; 0.000;15.132;13.918;12.358;  71.39;       ;5040;-1.582; 0.097;      ; 9.999; ; 0.511; 0.136;16 57 10.406;-04 10 06.57
6254;   3759; 0.000;15.142;13.897;12.282;  70.06;  69.63;5022;-1.484; 0.153; 0.184; 9.999;<;-0.054; 0.166;16 57 21.469;-04 09 41.96
6254;   3763; 0.000;15.134;13.893;12.272;  76.33;  76.73;5019;-1.532; 0.171; 0.395; 9.999;<; 0.080; 0.050;16 57 16.111;-04 09 19.36
6254;   3767; 0.000;15.504;14.300;12.747;       ;  70.29;5141;-1.550; 0.128; 0.307; 9.999;<;      ; 9.999;16 57 00.690;-04 08 57.64
6254;   3776; 0.000;15.829;14.637;13.058;       ;  65.76;5234;-1.454; 0.107; 0.315; 9.999;<;      ; 9.999;16 57 02.469;-04 08 12.30
6254;   3778; 0.000;15.827;14.634;13.067;  73.98;  75.18;5237;-1.477; 0.121; 0.449; 9.999;<;-0.045; 0.146;16 57 08.260;-04 08 04.38
6254;   3781; 0.000;15.526;14.317;12.734;  74.87;  74.36;5137;-1.584; 0.138; 0.228; 9.999; ; 0.349; 0.122;16 57 08.644;-04 07 51.30
6254;   3782; 0.000;15.123;13.863;12.222;  80.55;  80.14;5008;-1.563; 0.154; 0.425; 0.051;<;-0.188; 0.003;16 57 18.500;-04 07 40.07
6254;   3792; 0.000;15.895;14.691;13.140;       ;  76.22;5260;-1.449; 0.101; 0.448; 9.999;<;      ; 9.999;16 57 19.647;-04 07 25.84
6254;   3798; 0.000;15.874;14.662;13.142;  68.03;  67.64;5261;-1.492; 0.096; 0.457; 9.999;<; 0.076; 0.076;16 57 20.541;-04 07 10.66
6254;   3812; 0.000;15.133;13.929;12.409;  69.91;       ;5052;-1.572; 0.116;      ; 9.999; ; 0.457; 0.031;16 57 08.544;-04 07 05.65
6254;   3814; 0.000;15.937;14.775;13.281;  70.52;       ;5309;-1.562; 0.031;      ; 9.999; ; 0.139; 0.090;16 57 03.411;-04 07 08.20
6254;   3817; 0.000;15.314;14.071;12.383;       ;  69.17;5046;-1.475; 0.142; 0.100; 0.154;<;      ; 9.999;16 57 13.392;-04 06 58.51
6254;   3822; 0.000;15.455;14.252;12.726;       ;  76.46;5135;-1.614; 0.087; 0.287; 9.999;<;      ; 9.999;16 57 10.139;-04 06 51.71
6254;   3830; 0.000;15.145;13.887;12.237;  78.46;       ;5011;-1.549; 0.079;      ; 9.999; ;-0.128; 0.030;16 57 14.236;-04 06 42.15
6254;   3831; 0.000;15.550;14.384;12.825;  78.70;  78.51;5163;-1.562; 0.158; 0.413; 9.999;<;-0.074; 0.025;16 56 52.698;-04 06 57.58
6254;   3835; 0.000;15.580;14.384;12.800;  79.04;  78.30;5156;-1.489; 0.117; 0.447; 9.999;<;-0.002; 0.117;16 57 00.816;-04 06 49.16
6254;   3840; 0.000;15.059;13.820;12.201;       ;  72.91;5003;-1.517; 0.122; 0.205; 9.999;<;      ; 9.999;16 57 05.361;-04 06 34.46
6254;   3851; 0.000;15.401;14.172;12.518;       ;  73.96;5079;-1.602; 0.135; 0.385; 9.999;<;      ; 9.999;16 57 15.823;-04 06 09.26
6254;   3863; 0.000;15.855;14.690;13.262;       ;  74.52;5302;-1.568; 0.102;      ; 9.999; ;      ; 9.999;16 56 59.388;-04 05 58.04
6254;   3866; 0.000;15.884;14.755;13.290;  68.47;  68.09;5312;-1.444; 0.094; 0.418; 9.999; ;-0.099; 0.134;16 57 05.909;-04 05 47.28
6254;   3872; 0.000;15.436;14.260;12.685;  77.75;  77.09;5124;-1.546; 0.181; 0.439; 9.999;<;-0.407; 0.057;16 57 04.900;-04 05 32.22
6254;   3886; 0.000;15.824;14.618;13.052;  70.84;  70.32;5232;-1.507; 0.115; 0.286; 9.999;<; 0.152; 0.053;16 57 18.732;-04 04 58.95
6254;   3890; 0.000;15.028;13.782;12.158;  71.30;  71.13;4993;-1.578; 0.129;-0.006; 9.999;<; 0.320; 0.073;16 57 17.166;-04 04 50.65
6254;   3892; 0.000;15.411;14.194;12.695;       ;  65.96;5126;-1.517; 0.097; 0.124; 0.083;<;      ; 9.999;16 57 12.832;-04 04 52.61
6254;   3893; 0.000;15.045;13.843;12.279;  72.91;  72.58;5021;-1.571; 0.102; 0.165; 9.999;<; 0.086; 0.063;16 56 55.275;-04 05 03.68
6254;   3894; 0.000;15.051;13.849;12.251;  81.05;  80.80;5014;-1.577; 0.144; 0.625; 0.046; ;-0.117; 0.115;16 57 08.793;-04 04 53.07
6254;   3905; 0.000;14.957;13.773;12.212;  80.12;  79.86;5005;-1.545; 0.118; 0.504; 9.999;<; 0.150; 0.093;16 56 56.825;-04 04 41.00
6254;   3908; 0.000;15.067;13.855;12.316;  77.23;  76.84;5030;-1.542; 0.114; 0.226; 9.999; ; 0.101; 0.111;16 57 05.313;-04 04 27.58
6254;   3909; 0.000;15.858;14.722;13.255;  69.92;       ;5299;-1.467; 0.221;      ; 9.999; ; 0.007; 0.122;16 56 55.018;-04 04 35.60
6254;   3915; 0.000;15.600;14.379;12.886;  81.82;       ;5181;-1.518; 0.094;      ; 9.999; ; 0.002; 9.999;16 57 16.123;-04 04 10.67
6254;   3920; 0.000;15.818;14.661;13.203;       ;  70.71;5282;-1.461; 0.087; 0.454; 9.999; ;      ; 9.999;16 57 05.963;-04 04 11.59
6254;   3922; 0.000;15.542;14.395;12.936;       ;  66.06;5196;-1.504; 0.077; 0.359; 9.999;<;      ; 9.999;16 56 57.387;-04 04 05.50
6254;   3930; 0.000;15.072;13.878;12.273;  69.24;       ;5019;-1.529; 0.156;      ; 9.999; ; 0.552; 0.080;16 57 06.271;-04 03 44.68
6254;   3936; 0.000;15.740;14.617;13.100;  64.58;       ;5247;-1.450; 0.038;      ; 9.999; ;-0.304; 0.208;16 56 53.293;-04 03 48.72
6254;   3938; 0.000;15.821;14.700;13.358;       ;  72.20;5336;-1.481; 0.073;      ; 9.999; ;      ; 9.999;16 56 56.070;-04 03 41.80
6254;   3939; 0.000;15.501;14.283;12.776;  66.49;  70.07;5149;-1.522; 0.137; 0.568; 9.999;<;-0.075; 0.002;16 57 12.298;-04 03 29.13
6254;   3945; 0.000;15.847;14.643;13.120;  79.01;       ;5254;-1.522; 0.090;      ; 9.999; ;-0.039; 9.999;16 57 21.510;-04 03 03.13
6254;   3947; 0.000;15.815;14.685;13.280;  64.49;  64.36;5308;-1.544; 0.071; 0.277; 9.999;<;-0.012; 0.147;16 56 59.526;-04 03 11.26
6254;   3950; 0.000;15.349;14.138;12.544;  77.04;  76.73;5086;-1.608; 0.143;      ; 9.999; ; 0.348; 0.156;16 57 14.087;-04 02 47.04
6254;   3954; 0.000;15.387;14.169;12.635;  82.10;       ;5110;-1.577; 0.170;      ; 9.999; ;-0.355; 9.999;16 57 11.234;-04 02 40.65
6254;   3955; 0.000;15.575;14.430;12.923;  69.72;  68.64;5192;-1.477; 0.101; 0.482; 9.999;<; 0.139; 0.082;16 56 56.608;-04 02 50.67
6254;   3956; 0.000;15.561;14.406;12.974;       ;  70.84;5207;-1.570; 0.122; 0.401; 9.999;<;      ; 9.999;16 57 05.921;-04 02 36.92
6254;   3957; 0.000;15.851;14.653;13.127;  65.98;       ;5256;-1.498; 0.131;      ; 9.999; ; 0.379; 0.102;16 57 11.812;-04 02 27.63
6254;   3958; 0.000;15.876;14.732;13.329;  81.96;  81.82;5326;-1.467; 0.114;      ; 9.999; ; 0.378; 0.087;16 57 05.565;-04 02 21.51
6254;   3962; 0.000;15.297;14.073;12.566;  72.46;  71.89;5092;-1.526; 0.137; 0.264; 9.999;<; 0.257; 0.015;16 57 14.509;-04 01 32.65
6254;   3966; 0.000;15.441;14.291;12.806;  69.92;  70.11;5157;-1.559; 0.132; 0.448; 9.999;<; 0.259; 0.154;16 56 58.107;-04 01 08.41
6254;   3968; 0.000;15.395;14.258;12.811;  77.29;  77.11;5159;-1.530; 0.149; 0.327; 9.999;<; 0.355; 0.164;16 57 00.601;-04 00 06.28
6254;   3975; 0.000;15.075;13.890;12.440;  74.15;  73.69;5060;-1.569; 0.133;-0.133; 9.999;<; 0.778; 0.193;16 57 09.686;-03 58 09.88
6254;  21001; 0.000;15.659;14.454;12.914;       ;  71.34;5189;-1.528; 0.169;      ; 9.999; ;      ; 9.999;16 56 41.630;-04 09 31.39
6254;  21002; 0.000;15.555;14.362;12.791;       ;  71.09;5153;-1.576; 0.133; 0.060; 9.999;<;      ; 9.999;16 56 41.534;-04 08 15.20
6254;  21012; 0.000;15.721;14.567;13.093;       ;  72.26;5245;-1.454; 0.100;      ; 9.999; ;      ; 9.999;16 56 40.495;-04 04 02.36
6254;  21041; 0.000;15.775;14.611;13.102;       ;  76.17;5248;-1.582; 0.156; 0.372; 9.999;<;      ; 9.999;16 56 37.550;-04 06 20.99
6254;  21049; 0.000;15.872;14.724;13.271;       ;  71.76;5305;-1.499; 0.100; 0.398; 9.999;<;      ; 9.999;16 56 47.180;-04 03 51.52
6254;  26411; 0.000;15.651;14.449;12.896;       ;  68.65;5184;-1.536; 0.118; 0.267; 9.999;<;      ; 9.999;16 57 07.767;-04 16 09.15
6254;  28852; 0.000;12.910;11.477; 9.522;  66.86;       ;4421;-1.617; 0.075;      ; 9.999; ;-0.001; 0.036;16 57 10.789;-04 06 42.39
6254;  28853; 0.000;12.907;11.399; 9.391;  74.70;       ;4381;-1.572; 0.089;      ; 9.999; ; 0.313; 0.016;16 57 05.518;-04 08 36.43
6254;  28854; 0.000;12.920;11.407; 9.535;       ;  65.35;4425;-1.608; 0.113; 0.304; 9.999; ; 0.076; 0.000;16 57 12.280;-04 05 33.22
6254;  28865; 0.000;13.125;11.622; 9.621;       ;  83.77;4449;-1.507; 0.127; 0.473; 0.059; ; 0.178; 0.034;16 57 13.568;-04 05 11.51
6254;  28868; 0.000;13.146;11.768; 9.944;  74.94;       ;4535;-1.622; 0.119;      ; 9.999; ;-0.052; 0.011;16 57 07.837;-04 09 36.97
6254;  28869; 0.000;13.171;11.764; 9.853;       ;  73.40;4512;-1.595; 0.098;-0.103; 9.999;<; 0.488; 0.145;16 56 35.981;-04 05 13.76
6254;  28870; 0.000;13.177;11.808; 9.964;       ;  74.06;4540;-1.603; 0.079; 0.136; 0.079; ; 0.233; 0.008;16 56 45.858;-04 01 25.96
6254;  28878; 0.000;13.309;11.902;10.000;  77.06;       ;4549;-1.522; 0.124;      ; 9.999; ; 0.043; 0.083;16 57 03.607;-04 04 38.85
6254;  28879; 0.000;13.363;12.005;10.206;  78.35;       ;4597;-1.599; 0.136;      ; 9.999; ;      ; 9.999;16 57 10.532;-04 05 46.29
6254;  28880; 0.000;13.369;12.004;10.200;       ;  76.01;4596;-1.635; 0.104; 0.165; 0.069; ; 0.258; 0.128;16 57 12.553;-04 07 01.34
6254;  28881; 0.000;13.375;11.967;10.089;       ;  80.70;4570;-1.623; 0.131; 0.488; 0.108; ; 0.004; 0.039;16 56 54.667;-04 08 55.46
6254;  28882; 0.000;13.376;11.978;10.070;  74.30;       ;4565;-1.508; 0.124;      ; 9.999; ; 0.376; 9.999;16 56 57.510;-04 06 50.24
6254;  28892; 0.000;13.488;12.100;10.225;  69.38;  68.90;4601;-1.616; 0.104; 0.018; 0.141; ; 0.357; 0.115;16 57 10.388;-04 04 01.68
6254;  28894; 0.000;13.496;12.094;10.180;  65.78;       ;4591;-1.448; 0.107;      ; 9.999; ; 0.097; 0.047;16 57 03.654;-04 06 23.55
6254;  28895; 0.000;13.501;12.061;10.262;       ;  68.62;4610;-1.579; 0.131;-0.208; 9.999;<; 0.470; 0.071;16 57 14.740;-04 05 53.20
6254;  28903; 0.000;13.553;12.133;10.204;       ;  74.83;4597;-1.551; 0.157; 0.428; 9.999; ; 0.203; 9.999;16 57 16.091;-04 04 32.92
6254;  28927; 0.000;13.740;12.422;10.680;  61.09;  60.82;4698;-1.641; 0.111; 0.313; 0.045; ;-0.134; 0.017;16 57 12.168;-04 06 07.32
6254;  28932; 0.000;13.775;12.444;10.617;  74.41;  74.04;4685;-1.553; 0.163;-0.176; 9.999;<; 0.677; 0.058;16 56 55.153;-04 12 18.95
6254;  28934; 0.000;13.798;12.489;10.725;  76.17;       ;4707;-1.556; 0.188;      ; 9.999; ; 0.754; 0.014;16 56 50.850;-04 04 12.94
6254;  28936; 0.000;13.805;12.467;10.651;  76.42;  75.83;4692;-1.616; 0.169; 0.198; 9.999; ; 0.002; 0.078;16 56 58.322;-04 08 05.30
