#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-21T07:31:42 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51eb8df12195	
#INFO	-out.max=9999	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table	J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column	NGC	(I4)	NGC number	[ucd=meta.id.parent]
#Column	[FeI/H]	(F6.3)	? [FeI/H] abundance	[ucd=phys.abund]
#Column	e_[FeI/H]	(F6.3)	? rms uncertainty on [FeI/H]	[ucd=stat.error;phys.abund]
#Column	[O/Fe]	(F6.3)	? [O/Fe] abundance	[ucd=phys.abund]
#Column	e_[O/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	l_[Na/Fe]	(A1)	Limit flag on [Na/Fe]	[ucd=meta.code.error;phys.abund]
#Column	[Na/Fe]	(F6.3)	? [Na/Fe] abundance	[ucd=phys.abund]
#Column	e_[Na/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#NGC|[FeI/H]|e_[FeI/H]|[O/Fe]|e_[O/Fe]|l_[Na/Fe]|[Na/Fe]|e_[Na/Fe]|RAJ2000|DEJ2000
# |[Sun]|[Sun]|[Sun]|[Sun]| |[Sun]|[Sun]|"h:m:s"|"d:m:s"
#----|------|------|------|------|-|------|------|------------|------------
4590|-2.243| 0.068|      | 9.999| | 0.348| 0.129|12 39 44.566|-26 48 58.90
4590|-2.146| 0.155| 0.464| 9.999|<|-0.052| 0.101|12 39 21.538|-26 48 17.40
4590|-2.248| 0.165|      | 9.999| | 0.220| 9.999|12 39 20.196|-26 48 16.02
4590|-2.262| 0.117| 0.494| 9.999| | 0.400| 0.007|12 39 32.068|-26 47 53.52
4590|-2.206| 0.164| 0.389| 9.999|<| 0.245| 0.076|12 39 35.546|-26 47 52.98
4590|-2.248| 0.098| 0.584| 9.999|<|      | 9.999|12 39 23.448|-26 47 48.28
4590|-2.189| 0.069| 0.389| 0.005| |      | 9.999|12 39 16.236|-26 47 46.87
4590|-2.259| 0.133| 0.238| 9.999|<| 0.310| 0.066|12 39 40.218|-26 47 37.43
4590|-2.162| 0.257|      | 9.999| | 0.270| 0.076|12 39 26.887|-26 47 29.28
4590|-2.294| 0.096|      | 9.999| |      | 9.999|12 39 23.794|-26 46 56.65
4590|-2.280| 0.129|      | 9.999| | 0.279| 0.126|12 39 30.085|-26 46 56.38
4590|-2.332| 0.114|      | 9.999| |-0.078| 0.089|12 39 18.231|-26 46 40.46
4590|-2.232| 0.184|      | 9.999|<|      | 9.999|12 39 27.776|-26 46 36.54
4590|-2.167| 0.171|      | 9.999| | 0.489| 0.005|12 39 30.592|-26 46 23.43
4590|-2.169| 0.172|      | 9.999| | 0.613| 9.999|12 39 33.315|-26 46 21.42
4590|-2.157| 0.141| 0.387| 9.999| | 0.439| 0.112|12 39 44.442|-26 46 19.47
4590|-2.220| 0.163| 0.646| 9.999|<| 0.224| 0.159|12 39 17.607|-26 46 16.10
4590|-2.305| 0.126| 0.361| 9.999| | 0.170| 0.022|12 39 24.827|-26 46 08.71
4590|-2.302| 0.118|      | 9.999|<| 0.145| 0.137|12 39 21.735|-26 46 08.67
4590|-2.173| 0.204| 0.761| 9.999| |-0.349| 9.999|12 39 29.938|-26 46 03.34
4590|-2.251| 0.125| 0.106| 0.119|<| 0.399| 0.059|12 39 30.960|-26 46 00.58
4590|-2.213| 0.131| 0.533| 9.999|<| 0.275| 0.005|12 39 13.277|-26 45 59.86
4590|-2.273| 0.105| 0.244| 0.157|<| 0.398| 0.034|12 39 27.058|-26 45 47.28
4590|-2.324| 0.130|      | 9.999| | 0.769| 0.018|12 39 23.300|-26 45 45.61
4590|-2.232| 0.145|      | 9.999|<| 0.430| 0.021|12 39 36.879|-26 45 38.93
4590|-2.217| 0.087|      | 9.999| |      | 9.999|12 39 12.259|-26 45 36.07
4590|-2.187| 0.160| 0.218| 9.999|<|      | 9.999|12 39 22.453|-26 45 24.25
4590|-2.237| 0.072| 0.040| 9.999| | 0.199| 0.047|12 39 28.432|-26 45 22.42
4590|-2.228| 0.046|      | 9.999| | 0.256| 0.134|12 39 19.605|-26 45 19.73
4590|-2.215| 0.115|      | 9.999| | 0.260| 0.089|12 39 39.395|-26 45 18.08
4590|-2.206| 0.109|      | 9.999| | 0.080| 0.006|12 39 24.220|-26 45 17.06
4590|-2.243| 0.104| 0.146| 9.999| |      | 9.999|12 39 37.624|-26 45 15.57
4590|-2.163| 0.168|      | 9.999| | 0.405| 0.150|12 39 29.453|-26 45 14.30
4590|-2.264| 0.055| 0.388| 0.125| |      | 9.999|12 39 32.950|-26 45 13.67
4590|-2.178| 0.116|      | 9.999| | 0.260| 0.008|12 39 30.225|-26 45 08.67
4590|-2.229| 0.133| 0.348| 9.999| | 0.300| 0.004|12 39 28.542|-26 45 04.14
4590|-2.181| 0.190| 0.450| 9.999|<| 0.308| 0.182|12 39 30.942|-26 45 00.70
4590|-2.281| 0.033|      | 9.999| | 0.305| 0.025|12 39 19.860|-26 44 58.94
4590|-2.269| 0.058| 0.557| 9.999|<| 0.303| 0.053|12 39 26.938|-26 44 57.63
4590|-2.216| 0.054|      | 9.999|<| 0.194| 0.062|12 39 38.109|-26 44 54.45
4590|-2.252| 0.088|-0.024| 9.999|<|      | 9.999|12 39 25.222|-26 44 52.80
4590|-2.304| 0.117| 0.299| 9.999| | 0.368| 0.109|12 39 31.214|-26 44 50.44
4590|-2.282| 0.094| 0.385| 9.999| | 0.289| 0.117|12 39 35.646|-26 44 49.42
4590|-2.265| 0.130|      | 9.999| | 0.036| 0.047|12 39 24.786|-26 44 46.18
4590|-2.352| 0.098|      | 9.999|<| 0.436| 0.129|12 39 17.810|-26 44 46.22
4590|-2.206| 0.084|      | 9.999| | 0.111| 0.072|12 39 22.533|-26 44 45.63
4590|-2.140| 0.046|      | 9.999|<|      | 9.999|12 39 20.150|-26 44 41.72
4590|-2.249| 0.067| 0.269| 9.999|<|      | 9.999|12 39 23.214|-26 44 36.85
4590|-2.123| 0.132| 0.174| 9.999|<|      | 9.999|12 39 25.882|-26 44 34.08
4590|-2.147| 0.207|      | 9.999| | 0.193| 0.142|12 39 25.320|-26 44 33.70
4590|-2.176| 0.183| 0.085| 9.999| | 0.287| 0.072|12 39 30.957|-26 44 31.63
4590|-2.116| 0.122|      | 9.999| | 0.084| 0.059|12 39 41.012|-26 44 26.48
4590|-2.214| 0.115| 0.175| 9.999|<| 0.556| 0.190|12 39 23.106|-26 44 23.49
4590|-2.235| 0.094| 0.006| 9.999|<| 0.373| 0.131|12 39 30.882|-26 44 17.24
4590|-2.303| 0.093| 0.207| 0.021|<|      | 9.999|12 39 19.722|-26 44 16.44
4590|-2.285| 0.164|      | 9.999| |      | 9.999|12 39 36.522|-26 44 13.65
4590|-2.139| 0.212|      | 9.999|<|      | 9.999|12 39 23.022|-26 44 08.02
4590|-2.304| 0.068| 0.475| 9.999| | 0.009| 9.999|12 39 25.969|-26 44 06.95
4590|-2.394| 0.030|      | 9.999| |      | 9.999|12 39 36.853|-26 44 00.00
4590|-2.244| 0.104| 0.531| 9.999| | 0.036| 0.245|12 39 31.684|-26 43 58.11
4590|-2.199| 0.149| 0.353| 9.999|<| 0.245| 0.019|12 39 17.300|-26 43 53.92
4590|-2.119| 0.181|      | 9.999| | 0.440| 0.021|12 39 35.606|-26 43 51.50
4590|-2.215| 0.122|      | 9.999| | 0.316| 0.015|12 39 29.741|-26 43 46.96
4590|-2.211| 0.126| 0.574| 9.999|<| 0.300| 0.099|12 39 26.086|-26 43 45.42
4590|-2.288| 0.083|      | 9.999| | 0.451| 0.129|12 39 23.926|-26 43 39.04
4590|-2.352| 0.169|      | 9.999| | 0.542| 9.999|12 39 29.363|-26 43 32.02
4590|-2.257| 0.107|      | 9.999| |      | 9.999|12 39 29.782|-26 43 27.90
4590|-2.308| 0.114|      | 9.999| |      | 9.999|12 39 37.422|-26 43 23.45
4590|-2.221| 0.066|      | 9.999| | 0.044| 9.999|12 39 23.020|-26 43 17.99
4590|-2.190| 0.197|      | 9.999| |-0.023| 0.184|12 39 32.639|-26 43 14.20
4590|-2.178| 0.127|      | 9.999| | 0.398| 0.093|12 39 21.146|-26 43 09.43
4590|-2.201| 0.095|      | 9.999|<| 0.436| 0.112|12 39 37.858|-26 43 07.90
4590|-2.252| 0.101|      | 9.999| | 0.532| 0.056|12 39 20.136|-26 43 06.20
4590|-2.226| 0.160|      | 9.999| | 0.560| 0.124|12 39 23.297|-26 43 01.78
4590|-2.252| 0.137|      | 9.999|<| 0.561| 0.159|12 39 27.387|-26 42 56.02
4590|-2.280| 0.142| 0.430| 9.999| |      | 9.999|12 39 37.326|-26 42 54.41
4590|-2.144| 0.217|      | 9.999|<| 0.298| 0.151|12 39 12.125|-26 42 48.36
4590|-2.285| 0.195|      | 9.999| | 0.657| 0.011|12 39 19.063|-26 42 47.11
4590|-2.326| 0.085| 0.399| 9.999| |      | 9.999|12 39 30.076|-26 42 46.65
4590|-2.228| 0.110| 0.495| 9.999|<| 0.396| 0.001|12 39 39.366|-26 42 42.12
4590|-2.291| 0.125| 0.558| 9.999| | 0.703| 0.086|12 39 28.300|-26 42 34.55
4590|-2.161| 0.174|      | 9.999|<|-0.067| 9.999|12 39 34.028|-26 42 30.54
4590|-2.232| 0.078|      | 9.999| | 0.409| 0.038|12 39 21.490|-26 42 30.75
4590|-2.236| 0.222|      | 9.999| |      | 9.999|12 39 23.183|-26 42 28.15
4590|-2.086| 0.111|      | 9.999| | 0.232| 0.052|12 39 26.024|-26 42 24.90
4590|-2.291| 0.180|      | 9.999|<|      | 9.999|12 39 43.521|-26 42 15.72
4590|-2.153| 0.103|      | 9.999| |      | 9.999|12 39 26.126|-26 42 13.62
4590|-2.353| 0.118| 0.607| 9.999| |      | 9.999|12 39 13.930|-26 41 55.85
4590|-2.205| 0.135| 0.626| 9.999| | 0.231| 0.018|12 39 42.691|-26 41 46.65
4590|-2.325| 0.222|      | 9.999|<|      | 9.999|12 39 38.633|-26 41 27.12
4590|-2.140| 0.118|      | 9.999|<|      | 9.999|12 39 36.495|-26 41 22.39
4590|-2.191| 0.133| 0.387| 9.999|<| 0.321| 0.042|12 39 39.527|-26 41 14.56
4590|-2.122| 0.130|      | 9.999|<| 0.493| 0.162|12 39 28.307|-26 40 59.60
4590|-2.115| 0.112| 0.428| 9.999|<| 0.187| 0.097|12 39 46.828|-26 40 52.99
4590|-2.175| 0.161|      | 9.999|<|      | 9.999|12 39 32.961|-26 40 40.87
4590|-2.300| 0.127| 0.571| 9.999| | 0.405| 0.034|12 39 23.591|-26 39 57.93
4590|-2.174| 0.158|      | 9.999| |      | 9.999|12 39 21.898|-26 39 54.99
4590|-2.333| 0.117|      | 9.999|<|      | 9.999|12 39 21.337|-26 38 22.72
4590|-2.365| 0.062|      | 9.999| |      | 9.999|12 40 02.789|-26 50 03.90
4590|-2.366| 0.145|      | 9.999| |      | 9.999|12 40 01.855|-26 45 23.43
4590|-2.243| 0.130| 0.133| 9.999|<| 0.209| 0.051|12 39 50.938|-26 45 17.77
4590|-2.245| 0.149| 0.328| 9.999|<| 0.534| 0.000|12 39 52.494|-26 44 33.90
4590|-2.111| 0.161|      | 9.999| | 0.182| 9.999|12 39 56.328|-26 43 47.89
4590|-2.149| 0.113| 0.504| 9.999| | 0.013| 0.126|12 39 50.501|-26 39 16.15
5904|-1.358| 0.136|-0.367| 9.999| | 0.589| 0.127|15 19 19.135|+02 02 33.48
5904|-1.334| 0.121|      | 9.999| | 0.341| 0.092|15 19 10.351|+02 07 07.21
5904|-1.347| 0.157|-0.167| 9.999|<| 0.386| 0.021|15 19 09.944|+02 08 21.83
5904|-1.316| 0.136| 0.089| 9.999| | 0.396| 0.063|15 18 54.220|+02 05 47.56
5904|-1.365| 0.141|-0.469| 9.999|<| 0.508| 0.038|15 19 01.772|+02 06 35.31
5904|-1.376| 0.160| 0.426| 9.999| |-0.153| 0.043|15 18 59.558|+02 02 07.79
5904|-1.332| 0.147| 0.079| 9.999| | 0.456| 0.005|15 19 04.087|+02 05 25.74
5904|-1.340| 0.141|-0.114| 9.999| | 0.567| 0.093|15 18 54.216|+02 02 37.73
5904|-1.333| 0.161|-0.173| 9.999|<| 0.507| 0.013|15 18 58.342|+02 10 03.28
5904|-1.313| 0.186| 0.063| 9.999|<| 0.407| 0.075|15 18 57.838|+02 11 29.71
5904|-1.317| 0.113|-0.092| 9.999| | 0.445| 0.069|15 19 13.242|+02 00 08.14
5904|-1.341| 0.162| 0.072| 9.999| | 0.442| 0.189|15 18 00.799|+02 11 52.98
5904|-1.338| 0.206| 0.294| 9.999| | 0.086| 0.106|15 18 10.760|+02 12 35.56
5904|-1.364| 0.120|      | 9.999| | 0.482| 0.047|15 18 12.334|+02 02 56.22
5904|-1.361| 0.103| 0.012| 9.999| | 0.430| 0.033|15 18 25.927|+02 05 07.84
5904|-1.369| 0.117| 0.457| 9.999| | 0.264| 0.081|15 18 35.053|+02 01 07.35
5904|-1.328| 0.098| 0.553| 9.999| |-0.022| 0.036|15 18 32.238|+02 01 34.59
5904|-1.370| 0.151| 0.271| 9.999| | 0.518| 0.081|15 18 24.174|+02 02 52.59
5904|-1.385| 0.130| 0.372| 9.999| | 0.538| 0.041|15 18 45.403|+02 04 30.60
5904|-1.341| 0.111| 0.494| 9.999| | 0.098| 0.034|15 18 28.768|+02 05 37.98
5904|-1.367| 0.119| 0.318| 9.999| | 0.557| 0.167|15 18 05.393|+02 02 01.67
5904|-1.332| 0.124|-0.610| 9.999| | 0.679| 0.176|15 18 16.315|+02 02 10.35
5904|-1.328| 0.153| 0.203| 9.999| | 0.589| 0.071|15 18 22.856|+02 03 10.16
5904|-1.340| 0.146|      | 9.999| | 0.658| 0.024|15 18 27.184|+01 59 52.83
5904|-1.350| 0.111|-0.398| 9.999| | 0.564| 0.055|15 18 42.098|+02 04 09.80
5904|-1.360| 0.119| 0.043| 9.999| | 0.509| 0.015|15 18 32.630|+02 02 20.45
5904|-1.389| 0.098|-0.054| 9.999| | 0.419| 0.013|15 18 42.422|+02 04 48.77
5904|-1.359| 0.106|-0.115| 9.999| | 0.393| 0.057|15 18 39.550|+02 07 23.85
5904|-1.317| 0.150| 0.255| 9.999| | 0.023| 0.016|15 18 44.500|+02 02 05.77
5904|-1.376| 0.139|      | 9.999| | 0.495| 0.071|15 18 35.089|+02 05 33.85
5904|-1.342| 0.149| 0.470| 9.999| | 0.051| 0.057|15 18 33.523|+02 06 36.13
5904|-1.370| 0.107| 0.477| 9.999| |-0.084| 0.049|15 18 35.320|+02 07 40.07
5904|-1.367| 0.120| 0.527| 9.999| |-0.089| 9.999|15 18 18.997|+02 08 19.14
5904|-1.311| 0.152|-0.078| 9.999| | 0.456| 0.041|15 18 39.553|+02 02 52.51
5904|-1.336| 0.103|      | 9.999| | 0.670| 0.037|15 18 43.470|+02 03 07.79
5904|-1.361| 0.114|      | 9.999| | 0.365| 0.044|15 18 29.358|+02 03 49.74
5904|-1.348| 0.160| 0.197| 9.999| | 0.485| 0.058|15 18 41.321|+02 05 01.71
5904|-1.328| 0.138| 0.387| 9.999| | 0.065| 0.068|15 18 40.021|+02 05 15.22
5904|-1.366| 0.128|      | 9.999| | 0.319| 0.010|15 18 13.032|+02 05 46.75
5904|-1.332| 0.122|-0.543| 9.999| | 0.700| 0.072|15 18 28.228|+02 04 51.20
5904|-1.373| 0.114|      | 9.999| | 0.546| 0.028|15 18 29.254|+02 02 06.79
5904|-1.324| 0.119|      | 9.999| | 0.309| 0.001|15 18 12.636|+02 03 10.58
5904|-1.336| 0.128|      | 9.999| | 0.530| 0.016|15 18 29.376|+02 07 49.97
5904|-1.364| 0.119| 0.167| 9.999| | 0.642| 0.171|15 18 34.020|+02 07 15.85
5904|-1.377| 0.116|-0.685| 9.999| | 0.659| 0.099|15 18 37.818|+02 07 02.52
5904|-1.317| 0.122| 0.232| 9.999| | 0.098| 0.070|15 18 20.750|+02 06 41.47
5904|-1.331| 0.137| 0.183| 9.999| | 0.332| 0.069|15 18 22.471|+02 02 24.63
5904|-1.343| 0.136| 0.049| 9.999| | 0.488| 0.109|15 18 27.389|+02 04 19.29
5904|-1.322| 0.140|      | 9.999| | 0.383| 0.088|15 18 41.872|+02 05 53.95
5904|-1.359| 0.159| 0.059| 9.999| | 0.362| 0.079|15 18 26.377|+02 02 38.94
5904|-1.370| 0.127| 0.200| 9.999| | 0.404| 0.087|15 18 41.036|+02 02 24.70
5904|-1.340| 0.177| 0.461| 9.999| |-0.162| 0.020|15 18 46.454|+02 06 33.83
5904|-1.304| 0.073| 0.397| 9.999| | 0.254| 0.016|15 18 50.778|+02 05 00.06
5904|-1.334| 0.128|-0.654| 9.999|<| 0.531| 0.035|15 18 22.640|+02 06 39.83
5904|-1.337| 0.138| 0.543| 9.999| |-0.056| 0.039|15 18 35.838|+02 07 18.12
5904|-1.333| 0.129| 0.357| 9.999| |-0.014| 0.019|15 18 24.304|+02 01 09.53
5904|-1.324| 0.115| 0.425| 9.999| |-0.037| 0.003|15 18 18.439|+02 03 55.00
5904|-1.310| 0.168| 0.343| 9.999| |-0.183| 0.031|15 18 27.083|+02 07 29.64
5904|-1.309| 0.123| 0.284| 9.999| |-0.075| 0.069|15 18 38.790|+02 04 01.28
5904|-1.344| 0.155| 0.100| 9.999| | 0.327| 0.105|15 18 30.521|+02 09 22.36
5904|-1.351| 0.162| 0.375| 9.999| | 0.108| 0.077|15 18 29.315|+02 06 37.92
5904|-1.367| 0.148|      | 9.999| |-0.110| 0.161|15 18 16.470|+02 07 17.82
5904|-1.347| 0.136| 0.143| 9.999| | 0.495| 0.066|15 18 37.490|+02 04 55.53
5904|-1.377| 0.157| 0.293| 9.999| |-0.020| 0.095|15 18 38.880|+02 04 50.14
5904|-1.368| 0.109| 0.172| 9.999| | 0.422| 0.195|15 18 27.698|+02 02 41.56
5904|-1.328| 0.112|-0.308| 9.999|<| 0.607| 0.010|15 18 30.794|+02 05 14.36
5904|-1.315| 0.104|      | 9.999| | 0.475| 0.029|15 18 52.402|+02 03 55.46
5904|-1.327| 0.163|-0.067| 9.999|<| 0.363| 0.087|15 18 24.394|+02 00 07.76
5904|-1.374| 0.150| 0.152| 9.999| | 0.361| 0.149|15 18 24.289|+02 06 06.62
5904|-1.388| 0.116|-0.019| 9.999| | 0.547| 0.119|15 18 16.319|+02 04 47.48
5904|-1.357| 0.129| 0.152| 9.999| | 0.420| 0.099|15 18 26.532|+02 05 35.53
5904|-1.382| 0.125|-0.194| 9.999| | 0.465| 0.126|15 18 21.287|+02 04 08.40
5904|-1.318| 0.101| 0.447| 9.999| | 0.166| 0.077|15 18 27.191|+01 59 45.99
5904|-1.321| 0.142| 0.031| 9.999|<| 0.260| 0.102|15 18 35.104|+02 05 38.44
5904|-1.335| 0.189| 0.145| 9.999| | 0.497| 0.067|15 18 30.604|+02 04 16.96
5904|-1.348| 0.147| 0.373| 9.999| | 0.052| 9.999|15 18 11.131|+02 03 36.25
5904|-1.307| 0.120|      | 9.999| | 0.610| 0.052|15 18 04.583|+02 05 44.25
5904|-1.306| 0.110|-0.308| 9.999| | 0.497| 0.137|15 18 45.796|+02 01 17.34
5904|-1.374| 0.139|      | 9.999| | 0.058| 0.036|15 18 36.266|+02 01 16.99
5904|-1.316| 0.119|      | 9.999| |-0.076| 0.161|15 18 29.174|+01 59 27.26
5904|-1.335| 0.103| 0.423| 9.999| | 0.017| 0.003|15 18 45.187|+02 05 13.50
5904|-1.314| 0.145|      | 9.999| | 0.210| 0.074|15 18 21.067|+02 05 09.05
5904|-1.346| 0.136| 0.303| 9.999| | 0.369| 0.101|15 18 47.851|+02 06 20.09
5904|-1.350| 0.111|      | 9.999| | 0.290| 0.006|15 18 23.612|+02 04 24.63
5904|-1.357| 0.150|      | 9.999| | 0.421| 0.010|15 18 41.166|+02 01 58.14
5904|-1.389| 0.170| 0.229| 9.999| | 0.364| 0.053|15 18 23.746|+02 02 04.85
5904|-1.342| 0.131| 0.345| 9.999| | 0.118| 0.016|15 18 36.954|+02 01 27.63
5904|-1.320| 0.197| 0.305| 9.999| | 0.217| 0.004|15 18 39.028|+02 06 51.24
5904|-1.367| 0.116|      | 9.999| | 0.409| 0.054|15 18 26.046|+02 03 40.82
5904|-1.381| 0.178| 0.440| 9.999| |-0.193| 0.065|15 18 15.649|+02 05 28.50
5904|-1.343| 0.153| 0.230| 9.999| | 0.433| 0.122|15 18 19.285|+02 02 29.97
5904|-1.335| 0.112|-0.253| 9.999|<| 0.586| 0.120|15 18 30.107|+02 07 05.46
5904|-1.360| 0.118| 0.223| 9.999| | 0.177| 0.092|15 18 22.417|+01 58 42.00
5904|-1.309| 0.181|-0.040| 9.999| | 0.464| 0.073|15 18 39.168|+02 02 09.50
5904|-1.395| 0.100| 0.469| 9.999| | 0.069| 0.008|15 18 13.550|+02 00 30.01
5904|-1.339| 0.187| 0.215| 9.999|<| 0.004| 0.009|15 18 44.971|+02 02 17.28
5904|-1.325| 0.111| 0.339| 9.999| |-0.293| 0.040|15 18 36.490|+02 04 28.83
5904|-1.317| 0.134|-0.004| 9.999|<| 0.569| 0.076|15 18 28.537|+02 08 17.00
5904|-1.347| 0.139| 0.061| 9.999| | 0.206| 0.100|15 18 11.081|+02 10 16.21
5904|-1.317| 0.170|      | 9.999| | 0.278| 0.002|15 18 27.857|+02 09 43.08
5904|-1.315| 0.155|-0.291| 9.999|<| 0.524| 0.132|15 18 31.075|+02 08 31.61
5904|-1.332| 0.121| 0.285| 9.999| | 0.331| 0.113|15 18 27.248|+02 03 44.59
5904|-1.352| 0.132|      | 9.999| | 0.418| 0.107|15 18 24.329|+02 00 56.24
5904|-1.355| 0.143|      | 9.999| | 0.273| 0.163|15 18 39.935|+02 03 15.98
5904|-1.352| 0.167| 0.391| 9.999| | 0.085| 0.136|15 18 33.034|+02 05 57.07
5904|-1.328| 0.065|      | 9.999| |-0.162| 0.036|15 18 51.746|+02 05 38.96
5904|-1.366| 0.145|-0.211| 9.999|<| 0.395| 0.034|15 18 44.856|+02 03 59.69
5904|-1.345| 0.146| 0.085| 9.999|<| 0.341| 0.002|15 18 22.118|+02 08 25.07
5904|-1.373| 0.144| 0.308| 9.999| |-0.055| 0.129|15 18 48.362|+02 03 15.94
5904|-1.373| 0.153|-0.192| 9.999|<| 0.436| 0.030|15 18 21.460|+02 02 45.06
5904|-1.317| 0.112|      | 9.999| |-0.241| 0.008|15 18 23.029|+01 59 13.69
5904|-1.357| 0.130| 0.396| 9.999| | 0.191| 0.109|15 18 37.404|+02 05 48.53
5904|-1.318| 0.164| 0.222| 9.999|<| 0.370| 0.223|15 18 16.927|+02 09 19.28
5904|-1.385| 0.146| 0.038| 9.999|<| 0.289| 0.053|15 18 33.199|+02 04 05.08
5904|-1.369| 0.131|-0.052| 9.999|<| 0.427| 9.999|15 18 43.276|+02 01 43.14
5904|-1.315| 0.123| 0.243| 9.999|<| 0.259| 9.999|15 18 51.134|+02 07 56.32
5904|-1.374| 0.148| 0.284| 9.999|<| 0.418| 0.026|15 18 40.705|+02 08 06.52
5904|-1.339| 0.143| 0.379| 9.999| | 0.305| 0.014|15 18 13.532|+02 06 54.69
5904|-1.332| 0.184| 0.065| 9.999|<| 0.260| 0.043|15 18 25.596|+02 05 55.50
5904|-1.349| 0.122| 0.392| 9.999|<| 0.360| 0.053|15 18 13.680|+02 07 20.65
5904|-1.359| 0.109| 0.560| 9.999|<|-0.170| 0.168|15 18 20.840|+02 07 01.74
5904|-1.375| 0.145|      | 9.999| | 0.461| 0.034|15 18 53.543|+02 07 56.99
5904|-1.324| 0.196| 0.456| 9.999| |-0.148| 0.111|15 18 29.653|+02 08 29.57
5904|-1.362| 0.174| 0.395| 9.999| | 0.391| 0.135|15 18 21.157|+01 59 44.23
5904|-1.379| 0.132| 0.420| 9.999|<| 0.232| 0.092|15 18 19.980|+02 03 10.72
5904|-1.385| 0.138|      | 9.999| | 0.057| 0.035|15 18 11.430|+01 59 51.86
5904|-1.354| 0.164| 0.281| 9.999| | 0.289| 0.116|15 18 43.916|+02 05 17.50
5904|-1.384| 0.182| 0.167| 9.999|<| 0.435| 0.036|15 18 16.816|+02 03 08.15
5904|-1.347| 0.096|      | 9.999| |-0.246| 9.999|15 18 40.990|+02 02 46.06
5904|-1.305| 0.209| 0.464| 9.999| |-0.102| 0.034|15 18 25.254|+02 04 50.61
5904|-1.336| 0.128| 0.439| 9.999|<| 0.396| 0.012|15 18 37.814|+02 00 11.80
5904|-1.336| 0.179| 0.598| 9.999|<|-0.154| 0.007|15 18 06.437|+02 06 29.87
5904|-1.366| 0.073|      | 9.999| | 0.084| 0.100|15 18 41.908|+02 07 13.92
5904|-1.354| 0.167| 0.501| 9.999|<| 0.005| 0.008|15 18 47.228|+02 06 50.69
5904|-1.366| 0.104| 0.095| 9.999|<| 0.278| 0.126|15 18 31.414|+02 05 33.88
5904|-1.301| 0.108|      | 9.999| |-0.256| 9.999|15 18 09.148|+02 09 43.71
6121|-1.193| 0.143| 0.180| 9.999| | 0.342| 0.053|16 23 29.819|-26 23 25.26
6121|-1.191| 0.156| 0.453| 9.999| |-0.085| 0.119|16 23 38.938|-26 22 09.46
6121|-1.204| 0.111| 0.290| 0.026| | 0.312| 0.084|16 23 04.376|-26 23 43.00
6121|-1.166| 0.115| 0.260| 9.999| | 0.446| 0.065|16 23 02.727|-26 35 36.55
6121|-1.180| 0.166|-0.029| 9.999|<| 0.487| 0.031|16 23 03.678|-26 34 55.09
6121|-1.213| 0.137|      | 9.999| | 0.701| 0.033|16 23 13.946|-26 33 24.40
6121|-1.193| 0.108| 0.361| 9.999| | 0.373| 0.059|16 22 43.841|-26 31 23.04
6121|-1.218| 0.090|      | 9.999| | 0.475| 0.041|16 23 12.041|-26 30 53.96
6121|-1.187| 0.143|      | 9.999| | 0.469| 0.011|16 23 14.596|-26 30 46.83
6121|-1.184| 0.143| 0.006| 9.999| | 0.578| 0.051|16 23 16.898|-26 29 47.78
6121|-1.243| 0.139| 0.315| 0.045| |-0.010| 0.044|16 22 58.003|-26 28 46.41
6121|-1.180| 0.163| 0.163| 9.999| | 0.380| 0.058|16 23 11.533|-26 26 40.72
6121|-1.192| 0.122| 0.298| 9.999| | 0.248| 0.119|16 23 24.799|-26 39 25.52
6121|-1.166| 0.117|-0.071| 9.999| | 0.559| 0.073|16 23 40.912|-26 37 23.47
6121|-1.200| 0.151|      | 9.999| | 0.010| 0.016|16 23 31.507|-26 36 18.48
