#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-04-08T07:26:35 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ516270c82505	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/465/815&tab:{J/A+A/465/815/tablea}&key:source=J/A+A/465/815/tablea&HTTPPRM:&-ref=VIZ516270c82505&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-source=J/A+A/465/815/tablea
#-order=I
#-out=Star
#-out=Ion
#-out=Lambda
#-out=loggf
#-out=r_loggf
#-out=EW
#-out=Abund
#

#RESOURCE=yCat_34650815
#Name: J/A+A/465/815
#Title: Abundances of Sgr dSph stars (Sbordone+, 2007)
#Table	J_A_A_465_815_tablea:
#Name: J/A+A/465/815/tablea
#Title: Equivalent widths and abundances
#Column	Star	(I4)	Star number (G1)	[ucd=meta.id;meta.main]
#Column	Ion	(A4)	Ion name	[ucd=phys.atmol.ionStage]
#Column	Lambda	(F8.4)	Line laboratory wavelength (2)	[ucd=em.wl;spect.line]
#Column	loggf	(F6.3)	line oscillator strength	[ucd=spect.line.intensity]
#Column	r_loggf	(A4)	References for employed loggf	[ucd=meta.ref;pos.frame]
#Column	EW	(F5.2)	? Equivalent width (3)	[ucd=spect.line.eqWidth]
#Column	Abund	(F5.2)	? Abundance	[ucd=phys.abund]
Star;Ion;Lambda;loggf;r_loggf;EW;Abund
 867;CaI ;615.6022;-2.180;NIST;     ;
 867;CaI ;616.1296;-1.266;SR  ; 8.16; 5.73
 867;CaI ;616.2174; 0.100;NBS ;     ;
 867;CaI ;616.6438;-1.142;SR  ; 7.21; 5.46
 867;CaI ;616.9042;-0.797;SR  ;11.18; 5.75
 867;CaI ;616.9562;-0.270;NBS ;     ;
 867;CaI ;643.9075; 0.390;SR  ;     ;
 867;CaI ;645.5597;-1.290;SR  ; 8.75; 5.82
 867;CaI ;649.3781;-0.109;SR  ;13.01; 5.34
 867;CaI ;649.9650;-0.818;SR  ;     ;
 867;CaI ;650.8850;-2.110;NBS ;     ;
 867;CaI ;679.8479;-2.320;K88 ;     ;
 867;ScII;552.6790; 0.130;MFW ;10.54; 1.90
 867;ScII;632.0852;-1.770;NBS ;     ;
 867;TiI ;488.5078; 0.358;MFW ; 9.24; 4.18
 867;TiI ;491.5229;-1.019;MFW ;     ;
 867;TiI ;499.7097;-2.118;MFW ; 7.73; 4.00
 867;TiI ;508.7058;-0.780;MFW ; 6.16; 4.21
 867;TiI ;586.6450;-0.840;MFW ; 8.29; 4.05
 867;TiI ;612.6215;-1.425;MFW ; 5.79; 4.26
 867;VI  ;573.7059;-0.740;MFW ;     ;
 867;VI  ;613.5361;-0.746;MFW ;     ;
 867;VI  ;615.0157;-1.780;MFW ;     ;
 867;CrII;488.4607;-2.080;MFW ;     ;
 867;MnI ;511.7900;-1.140;MFW ; 0.02;
 867;FeI ;489.2859;-1.290;FMW ; 6.89; 6.90
 867;FeI ;506.7151;-0.970;FMW ;     ;
 867;FeI ;510.4438;-1.690;FMW ;     ;
 867;FeI ;510.9652;-0.980;FMW ; 8.06; 6.86
 867;FeI ;552.5545;-1.330;FMW ; 6.75; 6.87
 867;FeI ;585.5076;-1.760;FMW ;     ;
 867;FeI ;585.6087;-1.640;FMW ; 5.15; 6.99
 867;FeI ;585.8779;-2.260;FMW ;     ;
 867;FeI ;586.1109;-2.450;FMW ;     ;
 867;FeI ;587.7794;-2.230;FMW ; 1.77; 6.78
 867;FeI ;588.3817;-1.360;FMW ;     ;
 867;FeI ;615.1616;-3.299;FMW ; 8.04; 6.45
 867;FeI ;616.5360;-1.550;FMW ; 4.27; 6.56
 867;FeI ;618.7990;-1.720;FMW ; 4.92; 6.59
 867;FeI ;649.6465;-0.570;FMW ; 5.75; 6.59
 867;FeI ;670.3565;-3.160;FMW ; 7.00; 6.85
 867;FeII;483.3197;-4.780;FMW ;     ;
 867;FeII;492.3927;-1.320;FMW ;     ;
 867;FeII;499.3358;-3.650;FMW ; 6.96; 6.71
 867;FeII;510.0664;-4.370;FMW ; 3.63; 6.82
 867;FeII;513.2669;-4.180;FMW ; 4.66; 6.83
 867;FeII;516.1184;-4.483;K88 ;     ;
 867;FeII;525.6937;-4.250;K88 ; 3.18; 6.71
 867;FeII;526.4812;-3.190;FMW ; 6.11; 6.58
 867;FeII;614.9259;-2.724;K88 ; 4.42; 6.57
 867;CoI ;533.1700;-6.473;K88 ; 0.02; 3.71
 867;CoI ;553.0700;-2.060;FMW ; 0.02; 3.64
 867;NiI ;585.7747;-0.636;K88 ;     ;
 867;NiI ;612.8963;-3.330;FMW ; 3.43; 4.95
 867;NiI ;613.0130;-0.960;FMW ;     ;
 867;NiI ;617.5360;-0.530;FMW ; 4.96; 5.35
 867;NiI ;617.6807;-0.260;LW  ; 3.98; 4.91
 867;NiI ;617.7236;-3.500;FMW ;     ;
 867;CuI ;510.5500;-1.516;BIEL; 0.02; 2.86
 867;ZnI ;481.0528;-0.170;BG  ; 7.82; 3.44
 867;YII ;488.3683; 0.070;HL  ; 8.15; 0.69
 867;YII ;498.2130;-1.290;HL  ; 2.93; 1.05
 867;YII ;508.7417;-0.170;HL  ; 6.34; 0.58
 867;YII ;511.9113;-1.360;HL  ; 3.09; 1.09
 867;BaII;649.6896;-0.377;NBS ;15.22; 1.03
 867;LaII;480.4039;-1.490;LA  ;     ;
 867;LaII;511.4558;-1.030;LA  ; 5.13; 0.49
 867;LaII;632.0377;-1.610;ABH ;     ;
 867;CeII;518.7457; 0.130;H   ; 3.06; 0.88
 867;CeII;533.0556;-0.360;H   ;     ;
 867;CeII;546.8372; 0.140;H   ; 2.44; 0.95
 867;CeII;604.3374;-0.430;H   ;     ;
 867;NdII;491.4382;-0.700;HA  ; 4.51; 0.72
 867;NdII;495.9119;-0.800;HA  ; 4.67; 0.45
 867;NdII;496.1387;-0.710;MC' ;     ;
 867;NdII;508.9832;-1.160;MC' ;     ;
 867;NdII;529.3162; 0.100;HA  ; 5.46; 0.59
 867;NdII;543.1515;-0.470;HA  ;     ;
 867;NdII;548.5695;-0.120;HA  ;     ;
 879;OI  ;630.0304;-9.717;STZ ;     ;
 879;NaI ;568.2633;-0.700;KP  ; 8.22; 5.48
 879;NaI ;615.4227;-1.560;KP  ; 3.73; 5.60
 879;NaI ;616.0747;-1.260;KP  ; 4.48; 5.43
 879;MgI ;552.8405;-0.552;GC  ;17.80; 6.77
 879;MgI ;571.1087;-1.729;GC  ;11.48; 7.10
 879;MgI ;631.8716;-1.945;GC  ; 4.00; 7.00
 879;MgI ;631.9237;-2.165;GC  ;     ;
 879;AlI ;669.8673;-1.647;NBS ; 2.88; 5.76
 879;SiI ;577.2147;-1.750;GARZ;     ;
 879;SiI ;594.8541;-1.230;GARZ; 7.12; 7.02
 879;SiI ;612.5021;-1.540;ED  ; 2.30; 7.00
 879;SiI ;614.2482;-1.480;ED  ; 2.36; 6.96
 879;SiI ;614.5015;-1.430;ED  ;     ;
 879;SiI ;615.5134;-0.770;ED  ; 5.80; 6.95
 879;CaI ;551.2980;-0.447;SR  ;     ;
 879;CaI ;560.1277;-0.523;SR  ;     ;
 879;CaI ;585.7451; 0.240;SR  ;12.48; 5.69
 879;CaI ;586.7562;-1.490;GC  ; 4.38; 5.86
 879;CaI ;612.2217;-0.315;NIST;17.26; 5.71
 879;CaI ;615.6022;-2.180;NIST; 1.81; 5.48
 879;CaI ;616.1296;-1.266;SR  ; 7.99; 5.78
 879;CaI ;616.2174; 0.100;NBS ;20.17; 5.61
 879;CaI ;616.6438;-1.142;SR  ;10.08; 6.09
 879;CaI ;616.9042;-0.797;SR  ; 9.44; 5.61
 879;CaI ;616.9562;-0.270;NBS ;11.45; 5.51
 879;CaI ;643.9075; 0.390;SR  ;18.95; 6.04
 879;CaI ;645.5597;-1.290;SR  ; 6.37; 5.48
 879;CaI ;649.3781;-0.109;SR  ;12.84; 5.60
 879;CaI ;649.9650;-0.818;SR  ;12.01; 6.14
 879;CaI ;650.8850;-2.110;NBS ; 3.28; 5.74
 879;CaI ;679.8479;-2.320;K88 ;     ;
 879;ScII;552.6790; 0.130;MFW ; 9.94; 2.40
 879;ScII;632.0852;-1.770;NBS ; 1.92; 2.25
 879;TiI ;488.5078; 0.358;MFW ; 9.92; 4.58
 879;TiI ;491.5229;-1.019;MFW ;     ;
 879;TiI ;499.7097;-2.118;MFW ;     ;
 879;TiI ;508.7058;-0.780;MFW ;     ;
 879;TiI ;586.6450;-0.840;MFW ;10.14; 4.49
 879;TiI ;612.6215;-1.425;MFW ; 6.40; 4.29
 879;VI  ;573.7059;-0.740;MFW ;     ;
 879;VI  ;613.5361;-0.746;MFW ;     ;
 879;VI  ;615.0157;-1.780;MFW ;     ;
 879;CrII;488.4607;-2.080;MFW ; 3.76; 5.30
 879;MnI ;511.7900;-1.140;MFW ; 0.02; 4.80
 879;FeI ;489.2859;-1.290;FMW ; 7.09; 7.14
 879;FeI ;506.7151;-0.970;FMW ; 7.46; 6.89
 879;FeI ;510.4438;-1.690;FMW ; 5.89; 7.33
 879;FeI ;510.9652;-0.980;FMW ;     ;
 879;FeI ;552.5545;-1.330;FMW ; 6.25; 6.94
 879;FeI ;585.5076;-1.760;FMW ;     ;
 879;FeI ;585.6087;-1.640;FMW ; 3.85; 6.83
 879;FeI ;585.8779;-2.260;FMW ; 1.97; 6.92
 879;FeI ;586.1109;-2.450;FMW ; 1.81; 7.14
 879;FeI ;587.7794;-2.230;FMW ; 2.74; 7.03
 879;FeI ;588.3817;-1.360;FMW ; 7.88; 6.97
 879;FeI ;615.1616;-3.299;FMW ; 9.59; 6.95
 879;FeI ;616.5360;-1.550;FMW ; 5.98; 6.96
 879;FeI ;618.7990;-1.720;FMW ; 7.36; 7.16
 879;FeI ;649.6465;-0.570;FMW ; 6.26; 6.82
 879;FeI ;670.3565;-3.160;FMW ; 7.52; 7.07
 879;FeII;483.3197;-4.780;FMW ; 2.72; 7.22
 879;FeII;492.3927;-1.320;FMW ;     ;
 879;FeII;499.3358;-3.650;FMW ; 5.97; 7.06
 879;FeII;510.0664;-4.370;FMW ;     ;
 879;FeII;513.2669;-4.180;FMW ;     ;
 879;FeII;516.1184;-4.483;K88 ;     ;
 879;FeII;525.6937;-4.250;K88 ;     ;
 879;FeII;526.4812;-3.190;FMW ; 6.00; 7.10
 879;FeII;614.9259;-2.724;K88 ;     ;
 879;CoI ;533.1700;-6.473;K88 ; 0.02; 4.03
 879;CoI ;553.0700;-2.060;FMW ; 0.02; 4.14
 879;NiI ;585.7747;-0.636;K88 ; 2.74; 5.24
 879;NiI ;612.8963;-3.330;FMW ; 5.60; 5.41
 879;NiI ;613.0130;-0.960;FMW ; 1.89; 5.45
 879;NiI ;617.5360;-0.530;FMW ; 5.74; 5.66
 879;NiI ;617.6807;-0.260;LW  ; 5.73; 5.39
 879;NiI ;617.7236;-3.500;FMW ; 3.69; 5.41
 879;CuI ;510.5500;-1.516;BIEL; 0.02; 2.98
 879;ZnI ;481.0528;-0.170;BG  ;     ;
 879;YII ;488.3683; 0.070;HL  ;     ;
 879;YII ;498.2130;-1.290;HL  ; 3.35; 1.47
 879;YII ;508.7417;-0.170;HL  ; 7.58; 1.41
 879;YII ;511.9113;-1.360;HL  ; 2.91; 1.38
 879;BaII;649.6896;-0.377;NBS ;18.80; 2.21
 879;LaII;480.4039;-1.490;LA  ; 3.76; 1.09
 879;LaII;511.4558;-1.030;LA  ;     ;
 879;LaII;632.0377;-1.610;ABH ; 3.20; 0.90
 879;CeII;518.7457; 0.130;H   ; 4.30; 1.51
 879;CeII;533.0556;-0.360;H   ; 3.53; 1.39
 879;CeII;546.8372; 0.140;H   ; 3.60; 1.55
 879;CeII;604.3374;-0.430;H   ;     ;
 879;NdII;491.4382;-0.700;HA  ; 5.89; 1.45
 879;NdII;495.9119;-0.800;HA  ;     ;
 879;NdII;496.1387;-0.710;MC' ; 2.80; 1.03
 879;NdII;508.9832;-1.160;MC' ; 3.79; 1.17
 879;NdII;529.3162; 0.100;HA  ; 5.70; 1.11
 879;NdII;543.1515;-0.470;HA  ;     ;
 879;NdII;548.5695;-0.120;HA  ; 3.53; 1.36
 894;OI  ;630.0304;-9.717;STZ ; 0.01; 8.33
 894;NaI ;568.2633;-0.700;KP  ;10.83; 5.86
 894;NaI ;615.4227;-1.560;KP  ;     ;
 894;NaI ;616.0747;-1.260;KP  ; 5.58; 5.58
 894;MgI ;552.8405;-0.552;GC  ;19.47; 6.86
 894;MgI ;571.1087;-1.729;GC  ;10.49; 6.87
 894;MgI ;631.8716;-1.945;GC  ; 5.32; 7.20
 894;MgI ;631.9237;-2.165;GC  ;     ;
 894;AlI ;669.8673;-1.647;NBS ;     ;
 894;SiI ;577.2147;-1.750;GARZ;     ;
 894;SiI ;594.8541;-1.230;GARZ; 9.24; 7.36
 894;SiI ;612.5021;-1.540;ED  ; 3.51; 7.30
 894;SiI ;614.2482;-1.480;ED  ; 4.80; 7.49
 894;SiI ;614.5015;-1.430;ED  ; 4.83; 7.44
 894;SiI ;615.5134;-0.770;ED  ; 8.67; 7.44
 894;CaI ;551.2980;-0.447;SR  ;10.24; 5.85
 894;CaI ;560.1277;-0.523;SR  ;14.26; 6.32
 894;CaI ;585.7451; 0.240;SR  ;15.39; 6.01
 894;CaI ;586.7562;-1.490;GC  ; 5.12; 5.96
 894;CaI ;612.2217;-0.315;NIST;21.55; 6.02
 894;CaI ;615.6022;-2.180;NIST;     ;
 894;CaI ;616.1296;-1.266;SR  ;10.72; 6.23
 894;CaI ;616.2174; 0.100;NBS ;     ;
 894;CaI ;616.6438;-1.142;SR  ;10.42; 6.04
 894;CaI ;616.9042;-0.797;SR  ;10.45; 5.70
 894;CaI ;616.9562;-0.270;NBS ;     ;
 894;CaI ;643.9075; 0.390;SR  ;18.43; 5.85
 894;CaI ;645.5597;-1.290;SR  ; 9.46; 5.98
 894;CaI ;649.3781;-0.109;SR  ;13.99; 5.67
 894;CaI ;649.9650;-0.818;SR  ;11.53; 5.90
 894;CaI ;650.8850;-2.110;NBS ;     ;
 894;CaI ;679.8479;-2.320;K88 ;     ;
 894;ScII;552.6790; 0.130;MFW ; 9.67; 2.30
 894;ScII;632.0852;-1.770;NBS ;     ;
 894;TiI ;488.5078; 0.358;MFW ;10.63; 4.59
 894;TiI ;491.5229;-1.019;MFW ; 4.72; 4.73
 894;TiI ;499.7097;-2.118;MFW ;     ;
 894;TiI ;508.7058;-0.780;MFW ; 7.77; 4.45
 894;TiI ;586.6450;-0.840;MFW ;10.48; 4.45
 894;TiI ;612.6215;-1.425;MFW ; 7.06; 4.36
 894;VI  ;573.7059;-0.740;MFW ; 6.22; 3.57
 894;VI  ;613.5361;-0.746;MFW ; 3.76; 3.12
 894;VI  ;615.0157;-1.780;MFW ; 6.26; 3.58
 894;CrII;488.4607;-2.080;MFW ; 2.51; 5.02
 894;MnI ;511.7900;-1.140;MFW ; 0.02; 4.87
 894;FeI ;489.2859;-1.290;FMW ; 8.21; 7.31
 894;FeI ;506.7151;-0.970;FMW ; 8.82; 7.10
 894;FeI ;510.4438;-1.690;FMW ;     ;
 894;FeI ;510.9652;-0.980;FMW ; 9.39; 7.31
 894;FeI ;552.5545;-1.330;FMW ; 7.06; 7.05
 894;FeI ;585.5076;-1.760;FMW ;     ;
 894;FeI ;585.6087;-1.640;FMW ; 6.89; 7.39
 894;FeI ;585.8779;-2.260;FMW ; 2.68; 7.11
 894;FeI ;586.1109;-2.450;FMW ; 2.47; 7.33
 894;FeI ;587.7794;-2.230;FMW ;     ;
 894;FeI ;588.3817;-1.360;FMW ; 9.33; 7.19
 894;FeI ;615.1616;-3.299;FMW ;     ;
 894;FeI ;616.5360;-1.550;FMW ; 6.58; 7.03
 894;FeI ;618.7990;-1.720;FMW ; 6.74; 6.98
 894;FeI ;649.6465;-0.570;FMW ; 9.06; 7.31
 894;FeI ;670.3565;-3.160;FMW ; 7.61; 7.04
 894;FeII;483.3197;-4.780;FMW ;     ;
 894;FeII;492.3927;-1.320;FMW ;19.57; 6.94
 894;FeII;499.3358;-3.650;FMW ; 5.78; 7.04
 894;FeII;510.0664;-4.370;FMW ; 4.34; 7.44
 894;FeII;513.2669;-4.180;FMW ; 4.67; 7.33
 894;FeII;516.1184;-4.483;K88 ; 2.46; 7.16
 894;FeII;525.6937;-4.250;K88 ; 2.93; 7.09
 894;FeII;526.4812;-3.190;FMW ; 6.32; 7.19
 894;FeII;614.9259;-2.724;K88 ; 4.80; 7.19
 894;CoI ;533.1700;-6.473;K88 ; 0.02; 4.23
 894;CoI ;553.0700;-2.060;FMW ; 0.02; 4.25
 894;NiI ;585.7747;-0.636;K88 ;     ;
 894;NiI ;612.8963;-3.330;FMW ; 5.88; 5.46
 894;NiI ;613.0130;-0.960;FMW ; 1.66; 5.40
 894;NiI ;617.5360;-0.530;FMW ; 4.10; 5.33
 894;NiI ;617.6807;-0.260;LW  ; 5.98; 5.42
 894;NiI ;617.7236;-3.500;FMW ; 4.49; 5.58
 894;CuI ;510.5500;-1.516;BIEL; 0.02; 3.38
 894;ZnI ;481.0528;-0.170;BG  ; 5.89; 3.50
 894;YII ;488.3683; 0.070;HL  ;10.54; 1.87
 894;YII ;498.2130;-1.290;HL  ; 3.51; 1.56
 894;YII ;508.7417;-0.170;HL  ; 6.12; 1.03
 894;YII ;511.9113;-1.360;HL  ; 3.56; 1.58
 894;BaII;649.6896;-0.377;NBS ;18.96; 2.16
 894;LaII;480.4039;-1.490;LA  ; 4.18; 1.22
 894;LaII;511.4558;-1.030;LA  ;     ;
 894;LaII;632.0377;-1.610;ABH ; 3.65; 1.05
 894;CeII;518.7457; 0.130;H   ; 3.42; 1.35
 894;CeII;533.0556;-0.360;H   ; 3.67; 1.46
 894;CeII;546.8372; 0.140;H   ; 3.19; 1.50
 894;CeII;604.3374;-0.430;H   ;     ;
 894;NdII;491.4382;-0.700;HA  ;     ;
 894;NdII;495.9119;-0.800;HA  ; 6.98; 1.37
 894;NdII;496.1387;-0.710;MC' ; 4.81; 1.52
 894;NdII;508.9832;-1.160;MC' ;     ;
 894;NdII;529.3162; 0.100;HA  ; 6.30; 1.23
 894;NdII;543.1515;-0.470;HA  ;     ;
 894;NdII;548.5695;-0.120;HA  ; 3.58; 1.41
 927;OI  ;630.0304;-9.717;STZ ; 0.01; 8.45
 927;NaI ;568.2633;-0.700;KP  ;12.21; 6.13
 927;NaI ;615.4227;-1.560;KP  ; 5.40; 5.85
 927;NaI ;616.0747;-1.260;KP  ; 6.19; 5.67
 927;MgI ;552.8405;-0.552;GC  ;19.47; 6.95
 927;MgI ;571.1087;-1.729;GC  ;11.73; 7.14
 927;MgI ;631.8716;-1.945;GC  ; 4.97; 7.19
 927;MgI ;631.9237;-2.165;GC  ; 2.96; 7.05
 927;AlI ;669.8673;-1.647;NBS ; 2.64; 5.70
 927;SiI ;577.2147;-1.750;GARZ; 4.82; 7.27
 927;SiI ;594.8541;-1.230;GARZ; 8.98; 7.50
 927;SiI ;612.5021;-1.540;ED  ; 3.18; 7.34
 927;SiI ;614.2482;-1.480;ED  ; 3.63; 7.38
 927;SiI ;614.5015;-1.430;ED  ; 4.21; 7.45
 927;SiI ;615.5134;-0.770;ED  ; 7.88; 7.48
 927;CaI ;551.2980;-0.447;SR  ;12.62; 6.34
 927;CaI ;560.1277;-0.523;SR  ;     ;
 927;CaI ;585.7451; 0.240;SR  ;14.65; 5.97
 927;CaI ;586.7562;-1.490;GC  ; 4.98; 5.94
 927;CaI ;612.2217;-0.315;NIST;22.54; 6.20
 927;CaI ;615.6022;-2.180;NIST;     ;
 927;CaI ;616.1296;-1.266;SR  ; 8.64; 5.85
 927;CaI ;616.2174; 0.100;NBS ;     ;
 927;CaI ;616.6438;-1.142;SR  ; 9.61; 5.91
 927;CaI ;616.9042;-0.797;SR  ;11.73; 6.01
 927;CaI ;616.9562;-0.270;NBS ;     ;
 927;CaI ;643.9075; 0.390;SR  ;17.53; 5.82
 927;CaI ;645.5597;-1.290;SR  ; 9.08; 5.93
 927;CaI ;649.3781;-0.109;SR  ;14.43; 5.80
 927;CaI ;649.9650;-0.818;SR  ;12.37; 6.12
 927;CaI ;650.8850;-2.110;NBS ;     ;
 927;CaI ;679.8479;-2.320;K88 ;     ;
 927;ScII;552.6790; 0.130;MFW ;10.31; 2.71
 927;ScII;632.0852;-1.770;NBS ;     ;
 927;TiI ;488.5078; 0.358;MFW ; 8.50; 4.15
 927;TiI ;491.5229;-1.019;MFW ; 2.52; 4.30
 927;TiI ;499.7097;-2.118;MFW ;     ;
 927;TiI ;508.7058;-0.780;MFW ; 8.42; 4.63
 927;TiI ;586.6450;-0.840;MFW ;10.74; 4.53
 927;TiI ;612.6215;-1.425;MFW ;     ;
 927;VI  ;573.7059;-0.740;MFW ; 5.38; 3.42
 927;VI  ;613.5361;-0.746;MFW ;     ;
 927;VI  ;615.0157;-1.780;MFW ; 6.73; 3.63
 927;CrII;488.4607;-2.080;MFW ; 4.56; 5.74
 927;MnI ;511.7900;-1.140;MFW ; 0.02; 4.79
 927;FeI ;489.2859;-1.290;FMW ; 7.10; 7.21
 927;FeI ;506.7151;-0.970;FMW ; 9.00; 7.32
 927;FeI ;510.4438;-1.690;FMW ; 5.90; 7.40
 927;FeI ;510.9652;-0.980;FMW ; 8.38; 7.23
 927;FeI ;552.5545;-1.330;FMW ; 6.92; 7.15
 927;FeI ;585.5076;-1.760;FMW ; 4.09; 7.45
 927;FeI ;585.6087;-1.640;FMW ; 6.50; 7.44
 927;FeI ;585.8779;-2.260;FMW ; 1.91; 6.99
 927;FeI ;586.1109;-2.450;FMW ; 2.49; 7.41
 927;FeI ;587.7794;-2.230;FMW ; 3.94; 7.37
 927;FeI ;588.3817;-1.360;FMW ;     ;
 927;FeI ;615.1616;-3.299;FMW ;     ;
 927;FeI ;616.5360;-1.550;FMW ; 6.14; 7.06
 927;FeI ;618.7990;-1.720;FMW ; 6.69; 7.09
 927;FeI ;649.6465;-0.570;FMW ; 7.66; 7.17
 927;FeI ;670.3565;-3.160;FMW ; 8.36; 7.31
 927;FeII;483.3197;-4.780;FMW ;     ;
 927;FeII;492.3927;-1.320;FMW ;20.15; 7.22
 927;FeII;499.3358;-3.650;FMW ; 5.47; 7.26
 927;FeII;510.0664;-4.370;FMW ;     ;
 927;FeII;513.2669;-4.180;FMW ; 3.34; 7.26
 927;FeII;516.1184;-4.483;K88 ; 2.12; 7.27
 927;FeII;525.6937;-4.250;K88 ; 3.20; 7.40
 927;FeII;526.4812;-3.190;FMW ; 5.27; 7.25
 927;FeII;614.9259;-2.724;K88 ; 4.75; 7.45
 927;CoI ;533.1700;-6.473;K88 ; 0.02; 4.36
 927;CoI ;553.0700;-2.060;FMW ; 0.02; 4.25
 927;NiI ;585.7747;-0.636;K88 ;     ;
 927;NiI ;612.8963;-3.330;FMW ; 5.71; 5.57
 927;NiI ;613.0130;-0.960;FMW ; 2.52; 5.74
 927;NiI ;617.5360;-0.530;FMW ; 3.75; 5.38
 927;NiI ;617.6807;-0.260;LW  ;     ;
 927;NiI ;617.7236;-3.500;FMW ; 4.13; 5.64
 927;CuI ;510.5500;-1.516;BIEL; 0.02; 3.49
 927;ZnI ;481.0528;-0.170;BG  ; 6.70; 3.94
 927;YII ;488.3683; 0.070;HL  ;     ;
 927;YII ;498.2130;-1.290;HL  ; 4.01; 1.89
 927;YII ;508.7417;-0.170;HL  ; 8.06; 1.78
 927;YII ;511.9113;-1.360;HL  ; 3.75; 1.84
 927;BaII;649.6896;-0.377;NBS ;18.25; 2.46
 927;LaII;480.4039;-1.490;LA  ; 4.53; 1.54
 927;LaII;511.4558;-1.030;LA  ;     ;
 927;LaII;632.0377;-1.610;ABH ; 4.78; 1.50
 927;CeII;518.7457; 0.130;H   ; 4.50; 1.82
 927;CeII;533.0556;-0.360;H   ; 4.46; 1.87
 927;CeII;546.8372; 0.140;H   ; 4.36; 2.00
 927;CeII;604.3374;-0.430;H   ; 1.63; 1.61
 927;NdII;491.4382;-0.700;HA  ; 6.94; 1.99
 927;NdII;495.9119;-0.800;HA  ; 9.28; 2.33
 927;NdII;496.1387;-0.710;MC' ; 5.53; 1.94
 927;NdII;508.9832;-1.160;MC' ;     ;
 927;NdII;529.3162; 0.100;HA  ; 9.47; 2.36
 927;NdII;543.1515;-0.470;HA  ; 3.47; 1.80
 927;NdII;548.5695;-0.120;HA  ;     ;
1272;OI  ;630.0304;-9.717;STZ ; 0.01; 8.17
1272;NaI ;498.2814;-0.950;KP  ; 6.21; 5.32
1272;NaI ;615.4227;-1.560;KP  ; 2.75; 5.28
1272;NaI ;616.0747;-1.260;KP  ; 4.36; 5.27
1272;MgI ;552.8405;-0.522;GC  ;20.79; 6.88
1272;MgI ;571.1087;-1.729;GC  ;12.14; 7.03
1272;MgI ;631.8716;-1.945;GC  ; 2.89; 6.68
1272;MgI ;631.9237;-2.165;GC  ; 3.04; 6.93
1272;MgI ;738.7689;-1.020;KP  ;     ;
1272;MgI ;871.7825;-0.772;GC  ;     ;
1272;MgI ;892.3568;-1.659;GC  ;     ;
1272;AlI ;669.6022;-1.347;NBS ; 3.41; 5.44
1272;AlI ;669.8673;-1.647;NBS ; 3.03; 5.66
1272;SiI ;594.8541;-1.230;GARZ;     ;
1272;SiI ;612.5021;-1.540;ED  ; 3.49; 7.16
1272;SiI ;613.1852;-1.140;KP  ;     ;
1272;SiI ;614.2482;-1.480;ED  ; 2.37; 6.87
1272;SiI ;614.5015;-1.430;ED  ; 2.05; 6.73
1272;SiI ;615.5134;-0.770;ED  ; 5.99; 6.89
1272;SiI ;703.4902;-0.880;GARZ;     ;
1272;SiI ;725.0627;-1.042;SG  ;     ;
1272;SiI ;727.5292;-1.003;SG  ;     ;
1272;SiI ;728.9176;-0.197;SG  ;     ;
1272;SiI ;793.2349;-0.470;GARZ;     ;
1272;SiI ;874.2446;-0.630;KP  ;     ;
1272;SI  ;921.2863; 0.420;NBS ;     ;
1272;SI  ;922.8093; 0.260;NBS ;     ;
1272;SI  ;923.7538; 0.040;NBS ;     ;
1272;CaI ;551.2980;-0.447;SR  ;11.00; 5.90
1272;CaI ;585.7451; 0.240;SR  ;14.37; 5.76
1272;CaI ;586.7562;-1.490;GC  ; 4.87; 5.79
1272;CaI ;616.1296;-1.266;SR  ;10.22; 5.98
1272;CaI ;616.6438;-1.142;SR  ;     ;
1272;CaI ;616.9042;-0.797;SR  ;12.91; 6.05
1272;CaI ;643.9075; 0.390;SR  ;18.79; 5.80
1272;CaI ;645.5597;-1.290;SR  ;     ;
1272;CaI ;649.3781;-0.109;SR  ;16.15; 5.87
1272;CaI ;649.9650;-0.818;SR  ;12.17; 5.87
1272;ScII;552.6790; 0.130;MFW ;10.45; 2.15
1272;ScII;624.5637;-0.980;NBS ; 6.76; 2.14
1272;ScII;632.0852;-1.770;NBS ; 2.69; 2.16
1272;TiI ;488.5078; 0.358;MFW ;     ;
1272;TiI ;491.5229;-1.019;MFW ; 5.14; 4.58
1272;TiI ;499.7096;-2.118;MFW ;11.51; 4.35
1272;TiI ;508.7058;-0.780;MFW ; 9.36; 4.53
1272;TiI ;586.6450;-0.840;MFW ;11.85; 4.37
1272;TiI ;606.4626;-1.944;MFW ;     ;
1272;TiI ;609.2792;-1.379;MFW ;     ;
