#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
161.5621;-49.3886;HD 93439   ;10 46 14.9;-49 23 19; 46; -76; -46;  -7;  26.1;  0.4; -364;  135; 3
162.1508;+57.3122;HD 93470   ;10 48 36.2;+57 18 44; 90; -11; -25;   8;   4.8;  0.2;  -29;  -59; 2
161.7858;-24.5492;HD 93474   ;10 47 08.6;-24 32 57;200;    ;    ;    ;      ;     ;  -40;  -12; 2
160.6004;-82.0372;HD 93486   ;10 42 24.1;-82 02 14;185;  10;   1; -47;  20.0;     ;  -15;  -47; 2
161.8692;-13.9789;HD 93489   ;10 47 28.6;-13 58 44; 46;  22;  -1;   7;   2.9;  0.2;  100;  -33; 2
161.8067;-27.7647;HD 93491   ;10 47 13.6;-27 45 53; 72; -45; -17;   2;  14.9;  0.3; -123;   57; 2
161.9017;-15.6267;HD 93527   ;10 47 36.4;-15 37 36; 61; -23; -39;  -5;  29.5;  0.5; -112;  -43; 1
161.9033;-15.6183;HD 93527   ;10 47 36.8;-15 37 06; 82; -32; -46; -16;  29.5;  0.4; -121;  -48; 2
162.2067;+50.6075;HD 93541   ;10 48 49.6;+50 36 27; 93;    ;    ;    ;      ;     ;  -91;  -59; 1
162.0150;+14.2117;HD 93542   ;10 48 03.6;+14 12 42; 96; -12;  -5;  -2;   4.1;     ;  -27;    1; 1
162.2383;+43.9272;HD 93582   ;10 48 57.2;+43 55 38;149;    ;    ;    ;  12.8;  0.2;  -37;  -56; 1
161.9725;-20.3394;HD 93589   ;10 47 53.4;-20 20 22;126; -36; -19;   9;  22.1;  0.2;  -53;   26; 2
161.6683;-64.6158;HD 93600   ;10 46 40.4;-64 36 57;106; -39; -18; -11;   4.8;  0.5;  -86;   21; 2
162.0229;-26.3983;HD 93626   ;10 48 05.5;-26 23 54; 45; -28; -29;  -8;  20.8;  0.4; -164;  -12; 2
162.1338; -3.2553;HD 93638   ;10 48 32.1;-03 15 19; 78;   2;  12;  -9; -14.5;  0.5;    2;    8; 1
162.3575;+41.3900;HD 93664   ;10 49 25.8;+41 23 24; 91; -18; -11; -12;  -1.8;  0.3;  -55;  -10; 2
162.3421; +6.7406;HD 93718   ;10 49 22.1;+06 44 26; 82;  11; -55;  -4;  22.1;  0.1;  -20; -132; 2
162.2521;-31.0589;HD 93745   ;10 49 00.5;-31 03 32; 55;  55; -29;  18;  37.7;  0.3;  179;  -93; 2
162.1458;-48.3503;HD 93751   ;10 48 35.0;-48 21 01; 67; -48; -13; -11;   0.3; 21.5; -155;   39; 1
162.6021;+52.2675;HD 93763   ;10 50 24.5;+52 16 03;   ;    ;    ;    ; -20.4;  1.2;   -9;   -1; 2
162.4737;+27.9739;HD 93765   ;10 49 53.7;+27 58 26; 78;  -9;   9;   4;   5.3;  0.6;  -11;   31; 1
162.4621;+23.1625;HD 93781   ;10 49 50.9;+23 09 45; 92;  12; -32;   4;   7.3;     ;    6;  -77; 1
162.3125;-26.8150;HD 93785   ;10 49 15.0;-26 48 54; 92; -14; -19;  10;  21.2;     ;  -28;   17; 4
162.3008;-30.6406;HD 93787   ;10 49 12.2;-30 38 26; 69; -14; -11;  -4;   7.1;  0.6;  -51;    3; 2
162.6679;+51.7994;HD 93811   ;10 50 40.3;+51 47 58; 29; -21;  -7; -15;  -3.2;  0.9; -195;    7; 2
162.3550;-36.2647;HD 93836   ;10 49 25.2;-36 15 53; 61; -33; -23; -14;  13.1;  0.1; -140;   -2; 2
162.7996;+60.1686;HD 93846   ;10 51 11.9;+60 10 07;   ;    ;    ;    ;      ;     ;  -11;   11; 3
162.3975;-29.9942;HD 93849   ;10 49 35.4;-29 59 39; 77; -26; -20; -17;   9.2;  0.5;  -97;  -17; 2
162.6412;+32.0275;HD 93860   ;10 50 33.9;+32 01 39; 77;  28;   6;   0; -12.9;  0.4;   70;   -6; 1
162.4692;+20.4917;BD +21 2244;10 49 52.6;+20 29 30; 89; -74; -50; -58;  -8.3;  0.1; -243;  -63; 1
162.6229;+25.6397;HD 93876   ;10 50 29.5;+25 38 23;101;  28; -30;  -7; -10.7;  1.1;   26;  -81; 2
162.8108;+46.7961;HD 93915   ;10 51 14.6;+46 47 46; 44;    ;    ;    ;  17.4; 20.6;  -89;  -30; 1
162.6062;-15.1042;HD 93932   ;10 50 25.5;-15 06 15; 52; -47; -64; -16;  43.0;  0.6; -261;  -88; 2
162.5083;-40.9547;HD 93936   ;10 50 02.0;-40 57 17; 77; -14; -24; -33;  10.9;  0.2;  -92;  -68; 1
162.7587;+16.0536;HD 93966   ;10 51 02.1;+16 03 13; 85;  14; -18;  -6;  -2.9;  0.3;   12;  -57; 2
162.7212; +5.5856;HD 93967   ;10 50 53.1;+05 35 08;158; -18; -22;   3;  18.1;  4.1;  -27;  -11; 1
162.8075; +9.2244;HD 94012   ;10 51 13.8;+09 13 28; 49;  14; -46; -13;   6.6;  0.6;  -28; -210; 2
162.7262;-14.8911;HD 94016   ;10 50 54.3;-14 53 28; 85; -47; -10; -15;   2.0;  1.1; -122;   23; 2
162.6554;-34.0050;HD 94017   ;10 50 37.3;-34 00 18; 60; -69; -40; -26;  20.0;  0.2; -288;   12; 2
162.8671;+20.2775;HD 94028   ;10 51 28.1;+20 16 39; 52; -35;-140;  11;  65.6;  0.8; -260; -456; 1
162.6846;-34.4861;HD 94034   ;10 50 44.3;-34 29 10;133;  20;  -7;  -6;   6.0;     ;   19;  -27; 2
162.9942;+31.3681;HD 94069   ;10 51 58.6;+31 22 05;162; -35; -11;  13;  28.1;  0.2;  -37;    0; 1
163.1508; -2.1108;BD -01 2457;10 52 36.2;-02 06 39;   ;    ;    ;    ;   2.0;     ; -402; -768; 3
162.8054;-32.4300;HD 94093   ;10 51 13.3;-32 25 48; 90;  40;  -6;  29;  20.9;  0.1;  106;    0; 2
162.9296; -2.4672;HD 94100   ;10 51 43.1;-02 28 02; 64;  12;   4; -11; -12.9;  0.1;   20;  -29; 1
162.8129;-33.5797;HD 94104   ;10 51 15.1;-33 34 47;144; -24; -15;  -8;   8.3;  0.2;  -41;    3; 2
163.1637;+52.0711;HD 94117   ;10 52 39.3;+52 04 16;139;    ;    ;    ;      ;     ;  -33;  -13; 1
163.0121;+16.0956;HD 94120   ;10 52 02.9;+16 05 44;182;   4;  12; -21; -23.9;  0.2;   -3;    5; 2
162.4246;-71.6539;HD 94131   ;10 49 41.9;-71 39 14; 75;    ;    ;    ;      ;     ;  -68;   20; 2
163.3442;-36.6411;CD -35 6811;10 53 22.6;-36 38 28;   ;    ;    ;    ; -14.9;  2.2;   -4;   22; 2
163.0000; +9.0611;HD 94134   ;10 52 00.0;+09 03 40; 86;  19;  -3;  -9; -11.3;     ;   29;  -34; 2
162.8850;-26.8975;HD 94138   ;10 51 32.4;-26 53 51; 85; -16;   9; -16; -16.7;  0.1;  -46;    0; 2
162.6958;-59.3333;HD 94142   ;10 50 47.0;-59 20 00;   ;    ;    ;    ;      ;     ;   31;  -38; 3
162.9133;-22.0717;HD 94151   ;10 51 39.2;-22 04 18; 37; -46; -15; -17;   3.9;  0.1; -291;   28; 2
163.1462;+38.3342;HD 94162   ;10 52 35.1;+38 20 03; 79;   9; -22; -13; -15.8;  0.4;  -12;  -58; 2
163.0442; +7.4608;HD 94164   ;10 52 10.6;+07 27 39;   ;    ;    ;    ; -34.5;  0.3;   -2;  -43; 1
162.9425;-29.6522;HD 94181   ;10 51 46.2;-29 39 08; 81; -28; -29; -23;  14.0; 23.2; -109;  -35; 2
163.0721;-11.1097;HD 94206   ;10 52 17.3;-11 06 35; 86;    ;    ;    ;      ;     ;  -82;    6; 2
163.2033;+27.8650;HD 94218   ;10 52 48.8;+27 51 54;114; -28;   4;  19;  27.9;  4.1;  -26;   25; 2
163.1683;+16.3125;HD 94219   ;10 52 40.4;+16 18 45; 78; -36; -55; -14;  20.0;  0.2; -141; -100; 1
162.9721;-49.1575;HD 94243   ;10 51 53.3;-49 09 27; 47;  23; -13;   0;  18.4;  0.1;   73;  -50; 1
162.8487;-62.1422;HD 94260   ;10 51 23.7;-62 08 32;107;  22; -28; -13;  34.7;  0.5;   10;  -31; 2
163.1850;-11.4228;HD 94268   ;10 52 44.4;-11 25 22; 36; -44;  -2; -16;  -4.7;  0.1; -262;   68; 2
163.1633;-17.0300;HD 94270   ;10 52 39.2;-17 01 48; 49;   2; -35; -12;  20.3;  0.3;  -61; -121; 2
163.2037; -6.8219;HD 94280   ;10 52 48.9;-06 49 19; 44; -20; -49; -30;  15.2;  0.6; -210; -188; 1
163.3058;+16.9753;HD 94291   ;10 53 13.4;+16 58 31; 73;  10; -12; -18; -14.4;  0.3;   -8;  -54; 1
163.2592; +4.9619;HD 94292   ;10 53 02.2;+04 57 43; 77; -30; -19;  14;  28.8;  1.0;  -67;   13; 2
163.4600;+46.1556;HD 94306   ;10 53 50.4;+46 09 20;128;  19;   2;  -8; -16.0;  2.6;   22;    0; 2
163.2358;-17.2769;HD 94310   ;10 52 56.6;-17 16 37; 39; -36; -20;   8;  22.2;  0.4; -176;   74; 2
163.4812;+47.6711;HD 94317   ;10 53 55.5;+47 40 16;   ;    ;    ;    ;      ;     ;  -23;    9; 2
163.2687;-20.6281;HD 94340   ;10 53 04.5;-20 37 41; 43;   3; -30; -57;  -7.0;  5.5; -151; -274; 2
163.3108;-30.0964;HD 94375   ;10 53 14.6;-30 05 47; 74; -14; -38;  -9;  28.6;  0.3;  -77;  -37; 2
163.2621;-43.5442;HD 94377   ;10 53 02.9;-43 32 39;   ;    ;    ;    ;      ;     ;  -51;    9; 2
163.5437;+34.1311;HD 94383   ;10 54 10.5;+34 07 52; 70; -65; -42;  14;  44.1;  0.4; -185;  -65; 3
163.3729;-20.1386;HD 94388   ;10 53 29.5;-20 08 19; 31;  29; -11; -21;  -3.8;  0.6;   81; -239; 1
163.4737; +3.7014;HD 94400   ;10 53 53.7;+03 42 05;107;  24;  11; -20; -28.1;  0.6;   30;  -21; 2
163.0100;-68.5431;HD 94410   ;10 52 02.4;-68 32 35; 81;  -9; -87; -12;  77.8;  0.9;  -97;   45; 2
163.6063;+30.5319;HD 94426   ;10 54 25.5;+30 31 55; 53;  11;   2;  11;   5.2;  0.1;   60;   -7; 2
163.4446;-24.3319;HD 94429   ;10 53 46.7;-24 19 55;166;  11; -10;   9;  13.1;  2.1;   13;   -4; 4
163.3567;-44.4111;HD 94444   ;10 53 25.6;-44 24 40; 58; -62; -21; -29;   0.5;  0.2; -261;    9; 2
163.6862;+36.7586;HD 94456   ;10 54 44.7;+36 45 31;143; -22; -36; -13;  -0.9;  0.6;  -51;  -40; 2
163.6471;+29.6300;HD 94457   ;10 54 35.3;+29 37 48; 65; -27; -25;   0;  14.5;     ;  -98;  -47; 2
163.6242;+28.9086;HD 94458   ;10 54 29.8;+28 54 31;111; -37; -15; -12;   6.1;  0.6;  -79;   -5; 1
163.4492;-32.3267;HD 94461   ;10 53 47.8;-32 19 36;100;  -1;   7;  -7;  -9.2;  0.5;   -5;   -7; 2
163.9675;+65.7317;HD 94467   ;10 55 52.2;+65 43 54; 71;  70;  -7; -30; -61.2;  0.4;  133;   23; 2
163.5271;-23.1847;HD 94482   ;10 54 06.5;-23 11 05; 78;  62; -38; -11;  27.3;  0.6;  101; -156; 2
163.4879;-34.5164;HD 94483   ;10 53 57.1;-34 30 59;115;  36;   3; -19;  -5.9;  0.3;   43;  -60; 2
163.6417; -1.5186;HD 94500   ;10 54 34.0;-01 31 07;123; -19; -17;  -5;  10.1;  0.6;  -39;   -9; 1
163.4846;-36.4567;HD 94504   ;10 53 56.3;-36 27 24; 48; -33; -13; -15;   3.0;  0.2; -169;    6; 2
163.1079;-73.1861;HD 94512   ;10 52 25.9;-73 11 10;110; -12; -12;   4;   5.4;  0.6;  -23;   23; 2
163.5508;-31.1594;HD 94518   ;10 54 12.2;-31 09 34; 79;  37;-136; -79;  92.2;  0.3; -112; -337; 2
163.5458;-37.2642;HD 94527   ;10 54 11.0;-37 15 51; 41;  24;  -5; -18;   2.2;  0.4;   59; -146; 2
163.4462;-53.9189;HD 94530/1 ;10 53 47.1;-53 55 08;   ;    ;    ;    ;      ;     ;   -2;    1; 2
164.2108;+70.0106;HD 94574   ;10 56 50.6;+70 00 38;130;  -2; -20;  -3; -11.0;     ;  -15;  -24; 2
163.6442;-44.6872;HD 94590   ;10 54 34.6;-44 41 14;147;    ;    ;    ;      ;     ;   -5;    4; 1
163.5221;-60.3528;HD 94598   ;10 54 05.3;-60 21 10;109; -26;  -6;   2;  -3.0;  3.4;  -44;   25; 2
164.0400;+48.0283;HD 94632   ;10 56 09.6;+48 01 42;   ;    ;    ;    ;      ;     ;  -18;  -60; 2
164.2883;+65.2781;HD 94667   ;10 57 09.2;+65 16 41; 86;  48; -75; -45; -90.1;     ;    0; -105; 1
163.9262; +0.7367;HD 94672   ;10 55 42.3;+00 44 12; 44;  16;   0;  17;   9.7;  0.9;  100;    0; 1
164.8371;+79.6758;HD 94686   ;10 59 20.9;+79 40 33; 62;    ;    ;    ; -24.7;     ;   53;   42; 2
163.9304; -5.5514;HD 94690   ;10 55 43.3;-05 33 05; 52; -14; -23; -15;   6.8;  8.5; -101;  -69; 1
164.0775;+31.0394;HD 94701   ;10 56 18.6;+31 02 22;122; -23; -25;  -8;   5.6;  2.3;  -52;  -28; 2
164.0200;+16.1497;HD 94703   ;10 56 04.8;+16 08 59; 84; -19; -22;   6;  19.0;  0.3;  -51;  -27; 2
163.9867; +7.6797;HD 94704   ;10 55 56.8;+07 40 47;193;   7;   2; -25; -23.7; 12.5;   -4;  -11; 2
163.9888; -1.0022;HD 94706   ;10 55 57.3;-01 00 08; 94;  -5; -10;  10;  15.1;  1.2;   -6;    0; 1
163.8437;-36.8367;HD 94711   ;10 55 22.5;-36 50 12; 84;    ;    ;    ;      ;     ;   32;  -95; 2
164.0212; -1.6178;HD 94729   ;10 56 05.1;-01 37 04; 75; -41; -16;  -9;  10.3;  1.6; -122;   11; 1
164.7567;+75.7211;HD 94791   ;10 59 01.6;+75 43 16; 79; -57; -16;  -9;  14.0;     ; -155;  -25; 2
164.2775;+41.3506;HD 94792   ;10 57 06.6;+41 21 02;   ;    ;    ;    ;  -6.3;  0.4;  -92;  -70; 2
164.1846;+13.5586;HD 94794   ;10 56 44.3;+13 33 31; 71; -29;  -8;  -2;   9.8;  0.4;  -83;   16; 1
164.3308;+43.9361;HD 94806   ;10 57 19.4;+43 56 10;   ;    ;    ;    ;  22.7;  0.6;  -73;  -11; 2
164.1867; -0.3453;HD 94807   ;10 56 44.8;-00 20 43; 93;  -8;   4;   4;   2.1;  0.2;   -8;   20; 1
164.4162;+47.7581;HD 94832   ;10 57 39.9;+47 45 29; 80;  -2;  -7;  -4;  -3.4; 35.5;  -13;  -15; 2
164.2896;+21.8047;HD 94835   ;10 57 09.5;+21 48 17; 50; -14; -60; -13;   9.9;  0.3; -150; -215; 1
164.1908;-17.4519;HD 94838   ;10 56 45.8;-17 27 07; 42;  19; -27;  -1;  20.2;  0.3;   39; -128; 2
164.2500;+41.8842;BD +42 2163;10 57 00.0;+41 53 03; 48;-103;-110; -85; -33.5;  0.2; -688; -286; 2
164.0029;-55.5633;HD 94844   ;10 56 00.7;-55 33 48;469;    ;    ;    ;      ;     ;   -8;    4; 2
164.3233;+21.1403;HD 94848   ;10 57 17.6;+21 08 25; 97; -29; -19;  -4;  11.9;     ;  -69;  -15; 1
164.1296;-34.5639;HD 94853   ;10 56 31.1;-34 33 50; 99; -47; -23;   2;  16.4;101.0;  -98;   39; 2
164.5637;+61.9503;HD 94861   ;10 58 15.3;+61 57 01; 90; -19; -44;   2;  -5.4;  0.3;  -66;  -91; 2
164.2829; -0.3119;HD 94864   ;10 57 07.9;-00 18 43; 62; -23; -18; -15;   3.4;  0.9; -108;  -32; 1
164.0042;-59.5219;HD 94877   ;10 56 01.0;-59 31 19;101; -61;  -7;  31; -13.1;  0.1;  -85;  112; 2
164.5896;+59.2814;HD 94880   ;10 58 21.5;+59 16 53; 44;  24; -23; -27; -41.2;  0.4;   12;  -52; 2
164.2775; -9.9617;HD 94886   ;10 57 06.6;-09 57 42;114; -12;  12;  -7; -12.1;  0.6;  -18;   18; 2
164.2171;-31.2044;HD 94906   ;10 56 52.1;-31 12 16; 83;  -9;  -8; -26;  -5.3;     ;  -54;  -48; 2
164.3225;-15.7347;HD 94915   ;10 57 17.4;-15 44 05; 71;   2; -20;  13;  23.2;  0.3;    4;  -12; 2
164.1683;-50.6075;HD 94920   ;10 56 40.4;-50 36 27; 50;  21;  13;  -2;  -7.3;  1.0;   89;  -47; 1
164.4075;+15.7611;HD 94927   ;10 57 37.8;+15 45 40; 99; -26; -40; -25;   0.8;  0.8;  -94;  -64; 1
165.0417;+77.6919;HD 94937   ;11 00 10.0;+77 41 31; 76; -33; -20; -14;  -4.5;     ; -113;  -21; 2
163.8333;-75.1917;HD 94964   ;10 55 20.0;-75 11 30; 52;  -8;   1; -19;   0.1;  0.2;  -60;  -59; 2
164.6062;+37.0286;HD 94979   ;10 58 25.5;+37 01 43; 48;   1; -22; -65; -58.1;  1.7; -144;  -62; 2
165.0946;+74.7881;HD 95000   ;11 00 22.7;+74 47 17;   ;    ;    ;    ;      ;     ;  -15;  -27; 2
164.4062;-41.1319;HD 95009   ;10 57 37.5;-41 07 55; 94;    ;    ;    ;      ;     ;   81;  -44; 2
164.4783;-22.0208;HD 95025   ;10 57 54.8;-22 01 15;110; -24; -25;   7;  24.7;  0.9;  -47;   11; 2
164.7758;+40.9833;HD 95072   ;10 59 06.2;+40 59 00; 46;  50;  18;  -3; -24.8;  0.3;  216;   25; 1
164.5587;-31.5636;HD 95078   ;10 58 14.1;-31 33 49;170; -25;  10; -33; -25.2;     ;  -40;  -13; 2
164.5700;-32.5994;HD 95090   ;10 58 16.8;-32 35 58; 89;  -4;  -3;  13;   7.1;  0.4;    3;   27; 2
164.5458;-35.6653;HD 95091   ;10 58 11.0;-35 39 55; 70; -41; -51;  35;  54.0;  0.2; -107;  108; 2
164.2879;-69.9806;HD 95123   ;10 57 09.1;-69 58 50; 68;   2; -27;  -8;  26.2;  0.1;  -30;    0; 2
164.8662;+40.4300;HD 95128   ;10 59 27.9;+40 25 48; 14; -24;  -2;   1;  11.1;  0.2; -317;   57; 1
164.6375;-39.9292;HD 95136   ;10 58 33.0;-39 55 45; 86;   6;  -5; -25;  -2.0;  0.5;  -17;  -63; 2
164.3417;-69.3133;HD 95142   ;10 57 22.0;-69 18 48;103; -46;  30;  15; -47.1;  0.1;  -50;   42; 2
164.8812; +7.2200;HD 95177   ;10 59 31.5;+07 13 12; 49; -17; -67;  -2;  35.3;  0.5; -152; -204; 1
165.0833;+48.4886;HD 95211   ;11 00 20.0;+48 29 19;133; -75;   8;   7;  43.1;  1.7;  -93;   32; 1
164.9208;+11.7058;HD 95216   ;10 59 41.0;+11 42 21; 45; -52; -17;   3;  23.8;     ; -228;   45; 1
164.8071;-33.7375;HD 95221   ;10 59 13.7;-33 44 15; 49;   6;   4; -14;  -8.6;  0.5;    2;  -56; 4
164.5671;-64.4764;HD 95230   ;10 58 16.1;-64 28 35; 73; -36; -64;   3;  46.8;  0.4; -140;   85; 2
165.0858;+42.9117;HD 95241   ;11 00 20.6;+42 54 42; 46; -11; -33; -10;  -6.6;  1.4; -107; -122; 1
164.7683;-53.5392;HD 95263   ;10 59 04.4;-53 32 21; 38; -20;   5;  -4; -10.7;  1.0;  -95;   25; 2
165.0083; -3.4711;HD 95280   ;11 00 02.0;-03 28 16; 57;   3; -25;  55;  57.1;  0.5;   64;   31; 2
164.8250;-60.2117;HD 95323   ;10 59 18.0;-60 12 42;122;    ;    ;    ;      ;     ;  -58;   13; 2
165.0029;-32.3278;HD 95334   ;11 00 00.7;-32 19 40; 77;  -6; -62;  28;  67.0;     ;  -34;   18; 2
164.8596;-56.6228;HD 95338   ;10 59 26.3;-56 37 22; 37; -25;-111; -44;  95.9;  0.3; -417; -117; 2
165.2025;+29.2183;HD 95342   ;11 00 48.6;+29 13 06;134;  -9;  -7;  -1;   3.8;  0.2;  -16;   -5; 1
165.2396;+27.1319;HD 95363   ;11 00 57.5;+27 07 55; 92;  -3;   1; -19; -16.4; 36.3;  -24;    2; 2
165.2458;+24.0656;HD 95364   ;11 00 59.0;+24 03 56; 86;  28; -61;   7;  10.7;  0.3;   20; -162; 1
165.1767;+15.4528;HD 95366   ;11 00 42.4;+15 27 10; 59; -86; -48;  11;  52.7;  0.3; -300;  -14; 1
165.1738;-12.6378;HD 95402   ;11 00 41.7;-12 38 16;176;    ;    ;    ;      ;     ;   -9;   19; 2
165.0883;-32.7808;HD 95406   ;11 00 21.2;-32 46 51; 54; -23; -37; -33;  17.4;  0.6; -174; -103; 2
165.0667;-43.2514;HD 95407   ;11 00 16.0;-43 15 05; 92;  17; -25;   8;  29.0;  0.1;   23;  -11; 2
165.2112;-12.0814;HD 95422   ;11 00 50.7;-12 04 53;104;  11;   7; -13; -14.8;  1.8;   13;  -18; 2
165.0925;-40.2522;HD 95426   ;11 00 22.2;-40 15 08; 69;  23; -30; -12;  28.4;  0.2;   18;  -82; 3
165.1696;-31.8392;HD 95456   ;11 00 40.7;-31 50 21; 31; -18;   3;   7;  -1.8;  0.2;  -78;  105; 2
165.2062;-29.8889;HD 95469   ;11 00 49.5;-29 53 20; 61; -26; -37;  -4;  28.2;  0.4; -122;  -10; 3
165.4404;+36.6781;HD 95485   ;11 01 45.7;+36 40 41; 77;  -5;  18; -10;  -7.3;  2.0;   -9;   54; 2
165.3462;-12.0594;HD 95502   ;11 01 23.1;-12 03 34; 50; -36; -17; -15;   4.5;  3.8; -178;   -3; 2
165.2129;-40.4981;HD 95506   ;11 00 51.1;-40 29 53; 66; -59; -47; -21;  27.0;  0.9; -236;    6; 2
165.4221;+20.8317;HD 95516   ;11 01 41.3;+20 49 54; 45; -40; -23;  -7;  13.8;  0.1; -209;  -29; 1
165.4317;+17.3597;HD 95518   ;11 01 43.6;+17 21 35;108;   2;  -3;  -9;  -7.8;     ;   -5;  -11; 1
165.2092;-49.0197;HD 95521   ;11 00 50.2;-49 01 11; 33;  -4; -22; -12;  18.0;  0.2;  -97;  -60; 1
165.3708;-16.9461;HD 95532   ;11 01 29.0;-16 56 46; 75;  -2;   3; -40; -27.3;  0.2;  -50;  -68; 2
165.0733;-66.5569;HD 95542   ;11 00 17.6;-66 33 25; 55;   2; -16;   3;  15.0;  0.2;   -6;   21; 2
166.3287;+81.0392;HD 95544   ;11 05 18.9;+81 02 21; 83; -79; -33; -15;   9.2;  0.2; -214;  -46; 1
165.6275;+55.0283;HD 95547   ;11 02 30.6;+55 01 42; 85; -28;  24; -38; -11.0;  1.0;  -79;  100; 2
165.5758;+43.4831;HD 95549   ;11 02 18.2;+43 28 59;   ;    ;    ;    ; -25.5;  0.6;  109;  -19; 1
165.5346;+36.9814;HD 95550   ;11 02 08.3;+36 58 53;115; -26; -21;   6;  17.1;  0.4;  -48;  -25; 2
165.4858;+19.5069;HD 95552   ;11 01 56.6;+19 30 25; 71; -25; -56; -15;  11.4;     ; -133; -127; 1
165.4329;-20.0592;HD 95580   ;11 01 43.9;-20 03 33; 86; -22; -40;  -9;  26.7;  0.1;  -86;  -37; 2
165.4500;-21.8417;HD 95595   ;11 01 48.0;-21 50 30; 88;    ;    ;    ;      ;     ;   -6;   11; 3
165.4296;-33.9053;HD 95610   ;11 01 43.1;-33 54 19; 53; -46; -47;  21;  45.2;  5.5; -180;  102; 2
165.5633; +8.8694;HD 95622   ;11 02 15.2;+08 52 10;111; -22; -10; -22;  -9.1;  0.1;  -58;  -10; 1
165.5238;-15.6925;HD 95626   ;11 02 05.7;-15 41 33;100;  -5; -15; -13;   3.7;  0.7;  -29;  -31; 3
165.4271;-44.6256;HD 95630   ;11 01 42.5;-44 37 32; 89;  25; -37;  -6;  39.4;  0.5;   19;  -50; 2
165.8408;+61.6542;HD 95638   ;11 03 21.8;+61 39 15;   ;    ;    ;    ;  -8.2; 21.4; -117;  -66; 1
165.7162;+30.4150;HD 95660   ;11 02 51.9;+30 24 54;125;   6;  -1;   8;   5.0;     ;   13;   -5; 2
165.8337;+35.9697;HD 95735   ;11 03 20.1;+35 58 11;   ;    ;    ;    ; -85.6;  0.5; -577;-4762; 2
165.8292;+23.3767;HD 95736   ;11 03 19.0;+23 22 36; 74; -28; -10;   9;  20.2;  0.2;  -68;    9; 1
165.6454;-40.9081;HD 95761   ;11 02 34.9;-40 54 29;124;  -7;  -6;  -5;   2.9;  0.1;  -19;   -5; 2
165.5300;-61.4583;HD 95766   ;11 02 07.2;-61 27 30;117;  -9; -22;  -6;  17.7;  0.1;  -31;    3; 2
